row_id,status,predicted_class,logits,preprocess_us,inference_us,total_us,attempts,response_timeout_count,ignored_datagram_count,ignored_wrong_endpoint_count,ignored_bad_length_count,ignored_non_ascii_count,ignored_malformed_count,ignored_bad_prefix_count,ignored_bad_identity_count,ignored_bad_attempt_count,ignored_bad_inner_hex_count,ignored_bad_crc_count,ignored_bad_inner_text_count,ignored_wrong_session_count,ignored_wrong_stage_count,ignored_wrong_transaction_count,ignored_wrong_attempt_count,successful_request_bytes,request_datagram_bytes_sent,response_bytes,host_observed_datagram_rtt_us,transaction_elapsed_us
12,OK,3,-6083 -6068 -3105 3334 395,21,768,789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,196,97190,97190
13,OK,3,-5799 -5776 -2995 3313 515,21,766,787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,196,122417,122417
14,OK,3,-6025 -6021 -3063 3322 378,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,196,85063,85063
15,OK,3,-6045 -5969 -3080 3281 440,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,196,86480,86480
16,OK,3,-6006 -5971 -3047 3300 400,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,196,87059,87059
17,OK,3,-5946 -5978 -3061 3322 426,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,196,85869,85869
18,OK,3,-6016 -5965 -3051 3288 410,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,196,89330,89330
19,OK,3,-6124 -6012 -3110 3277 450,21,766,787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,196,107754,107754
20,OK,3,-5705 -5590 -2980 3447 419,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,196,89246,89246
21,OK,3,-5889 -5886 -2927 3423 -140,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,232,198,89305,89305
22,OK,3,-5951 -5865 -2949 3384 422,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,196,102885,102885
23,OK,3,-5913 -5826 -2957 3410 428,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,196,87041,87041
24,OK,3,-6068 -6044 -3044 3368 454,21,766,787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,196,131318,131318
25,OK,3,-5910 -5833 -3017 3300 480,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,196,93632,93632
26,OK,3,-6025 -6000 -3088 3337 508,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,196,89739,89739
27,OK,3,-5970 -5936 -3064 3305 498,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,196,116978,116978
28,OK,3,-5670 -5544 -2971 3443 407,21,770,791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,196,85338,85338
29,OK,3,-5541 -5422 -2953 3461 386,21,770,791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,196,84777,84777
30,OK,3,-5792 -5713 -2996 3454 452,21,767,788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,196,85515,85515
31,OK,3,-6055 -6029 -3006 3393 455,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,196,94284,94284
32,OK,3,-6242 -6187 -3016 3436 514,22,768,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,196,104825,104825
33,OK,3,-5669 -5450 -2955 3426 413,21,770,791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,196,85249,85249
34,OK,3,-6165 -6006 -3082 3242 404,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,196,85530,85530
35,OK,3,-5795 -5688 -2963 3463 442,21,770,791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,196,87334,87334
36,OK,3,-5795 -5633 -2976 3417 477,21,766,787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,196,90420,90420
37,OK,3,-5610 -5387 -2951 3435 406,21,770,791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,196,85723,85723
38,OK,3,-6099 -5998 -3071 3275 412,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,196,84720,84720
39,OK,3,-6018 -6036 -3139 3310 393,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,196,131903,131903
40,OK,3,-5948 -6022 -3115 3340 395,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,196,87729,87729
41,OK,3,-5873 -5811 -2951 3367 388,21,767,788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,196,84407,84407
42,OK,3,-5896 -5912 -2960 3476 -166,21,765,786,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,198,85641,85641
43,OK,3,-6069 -6017 -3105 3292 368,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,196,99763,99763
44,OK,3,-5792 -5787 -2951 3372 406,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,196,86502,86502
45,OK,3,-6251 -6059 -3081 3242 345,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,196,89408,89408
46,OK,3,-5933 -5872 -2930 3361 402,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,196,84365,84365
47,OK,3,-5922 -6012 -3116 3343 421,20,767,787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,196,118135,118135
48,OK,3,-5964 -5924 -2963 3342 422,21,770,791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,196,88204,88204
49,OK,3,-6067 -6064 -2996 3369 440,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,196,84318,84318
50,OK,3,-5844 -5848 -2961 3361 401,21,770,791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,196,84862,84862
51,OK,3,-5576 -5533 -2976 3420 419,21,770,791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,196,88917,88917
52,OK,3,-6108 -6040 -3107 3293 348,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,196,84856,84856
53,OK,3,-5845 -5791 -2941 3391 420,20,767,787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,196,96835,96835
54,OK,3,-5959 -6020 -3127 3325 425,20,767,787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,196,85095,85095
55,OK,3,-5893 -5888 -3025 3322 438,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,196,85156,85156
56,OK,3,-6234 -6060 -3108 3317 355,21,768,789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,232,196,86830,86830
57,OK,3,-6100 -6048 -3043 3428 458,21,768,789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,232,196,86892,86892
58,OK,3,-5798 -5623 -2971 3473 416,21,770,791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,196,85344,85344
59,OK,3,-5630 -5339 -2955 3536 370,21,768,789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,196,142753,142753
60,OK,3,-6227 -6084 -3124 3297 293,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,196,91036,91036
61,OK,3,-5901 -5882 -2940 3381 389,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,196,85422,85422
62,OK,3,-5761 -5749 -2963 3384 434,21,770,791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,196,83339,83339
63,OK,3,-6021 -5896 -2949 3435 426,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,232,196,83975,83975
64,OK,3,-6171 -6069 -3067 3376 393,22,765,787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,232,196,85818,85818
65,OK,3,-5657 -5355 -2932 3522 372,20,768,788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,196,89745,89745
66,OK,3,-6097 -6015 -3111 3324 493,21,768,789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,196,84176,84176
67,OK,3,-6207 -6051 -3124 3280 280,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,196,91935,91935
68,OK,3,-5870 -6021 -3107 3350 367,20,769,789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,196,88722,88722
69,OK,3,-7014 -6632 -2463 2228 -978,20,772,792,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,252,198,88288,88288
70,OK,3,-7217 -6523 -2616 2393 -809,21,772,793,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,252,198,87569,87569
71,OK,3,-6074 -6066 -3097 3232 352,21,766,787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,196,94897,94897
72,OK,3,-5908 -6019 -3117 3318 325,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,196,82902,82902
73,OK,3,-5972 -6021 -3042 3352 247,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,196,90902,90902
74,OK,3,-6135 -6067 -3056 3332 162,21,768,789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,196,85409,85409
75,OK,3,-5741 -5865 -2974 3529 -222,21,768,789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,198,114557,114557
76,OK,3,-6069 -6041 -3058 3331 198,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,196,88772,88772
77,OK,3,-6063 -6072 -3131 3295 301,21,766,787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,196,86945,86945
78,OK,3,-5849 -6006 -3092 3313 410,20,769,789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,196,90879,90879
79,OK,3,-5989 -6040 -3068 3288 339,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,196,89685,89685
80,OK,3,-5922 -6021 -3109 3293 389,20,769,789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,196,85282,85282
81,OK,3,-5842 -6012 -3103 3352 385,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,196,113158,113158
82,OK,3,-6067 -6064 -3053 3375 188,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,196,87476,87476
83,OK,3,-6256 -6208 -3277 3106 634,21,766,787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,196,90084,90084
84,OK,3,-6394 -6259 -3277 3052 688,22,768,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,196,89672,89672
85,OK,3,-5965 -5981 -2888 3405 298,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,196,88891,88891
86,OK,3,-5974 -6045 -3027 3393 251,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,196,85180,85180
87,OK,3,-5869 -5895 -2973 3359 301,21,770,791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,196,84636,84636
88,OK,3,-5750 -5846 -2829 3556 -332,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,198,86816,86816
89,OK,3,-5931 -5892 -3090 3403 97,21,765,786,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,194,82972,82972
90,OK,3,-6143 -6083 -3084 3320 266,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,196,93954,93954
91,OK,3,-5770 -5845 -2974 3421 369,20,770,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,196,113345,113345
92,OK,3,-5844 -5853 -2940 3435 319,21,770,791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,196,88210,88210
93,OK,3,-7566 -6665 -2459 2549 -645,20,772,792,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,252,198,122995,122995
94,OK,3,-5831 -5925 -2909 3451 309,21,770,791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,196,83166,83166
95,OK,3,-5973 -5978 -2988 3361 261,21,766,787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,196,131647,131647
96,OK,3,-5824 -5913 -2964 3397 331,20,770,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,196,86912,86912
97,OK,3,-7748 -6348 -3147 2861 -19,21,772,793,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,252,196,88138,88138
98,OK,3,-6016 -6025 -2966 3371 254,21,770,791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,196,117148,117148
99,OK,3,-7619 -6245 -3525 2793 -33,20,773,793,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,252,196,86682,86682
100,OK,3,-5876 -5900 -2955 3370 294,20,768,788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,90395,90395
101,OK,3,-6065 -6078 -3071 3335 292,21,766,787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,89569,89569
102,OK,3,-5814 -5893 -2955 3408 333,20,770,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,198,90843,90843
103,OK,3,-5841 -5718 -3035 3280 430,21,770,791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,92749,92749
104,OK,3,-5939 -6058 -3029 3428 410,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,198,87483,87483
105,OK,3,-6021 -6067 -3135 3301 522,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,88329,88329
106,OK,3,-6091 -6029 -2972 3327 319,21,766,787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,198,109498,109498
107,OK,3,-6059 -6075 -3105 3352 288,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,198,112417,112417
108,OK,3,-5865 -5812 -3002 3353 357,21,770,791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,127543,127543
109,OK,3,-5928 -5889 -2977 3322 364,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,108740,108740
110,OK,3,-6036 -5964 -3012 3294 341,20,770,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,86851,86851
111,OK,3,-6021 -5959 -3007 3297 332,20,770,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,198,85933,85933
112,OK,3,-5895 -5917 -2944 3545 -272,24,765,789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,200,90605,90605
113,OK,3,-6384 -6193 -3214 3216 398,21,768,789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,198,96146,96146
114,OK,3,-6054 -6035 -2927 3381 356,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,198,88406,88406
115,OK,3,-6369 -6231 -3244 3178 499,21,768,789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,198,122837,122837
116,OK,3,-6344 -6149 -3148 3264 286,21,768,789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,198,84542,84542
117,OK,3,-6119 -5998 -3099 3464 89,21,766,787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,196,85764,85764
118,OK,3,-7314 -6664 -2955 2333 -211,21,770,791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,200,86887,86887
119,OK,3,-6020 -5978 -3037 3320 341,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,246,198,85952,85952
120,OK,3,-5711 -5710 -2962 3467 419,21,770,791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,88687,88687
121,OK,3,-6047 -6009 -3004 3375 178,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,96016,96016
122,OK,3,-5861 -5873 -2910 3427 352,21,770,791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,198,102887,102887
123,OK,3,-5824 -5810 -2991 3405 343,21,767,788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,82905,82905
124,OK,3,-5966 -6031 -3090 3356 354,23,767,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,88104,88104
125,OK,3,-6090 -6090 -2952 3425 261,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,89082,89082
126,OK,3,-5866 -5852 -2884 3454 213,21,770,791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,91322,91322
127,OK,3,-6092 -6015 -3049 3313 281,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,88256,88256
128,OK,3,-5814 -5807 -2984 3413 340,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,93010,93010
129,OK,3,-5932 -6025 -3075 3382 326,21,766,787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,87530,87530
130,OK,3,-5816 -5820 -2835 3600 -410,24,765,789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,200,85119,85119
131,OK,3,-5886 -5897 -2995 3351 360,21,770,791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,85991,85991
132,OK,3,-6203 -6094 -3073 3302 231,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,198,94902,94902
133,OK,3,-5905 -5979 -3030 3356 414,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,89500,89500
134,OK,3,-5932 -6017 -3009 3407 248,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,85356,85356
135,OK,3,-5804 -5824 -3015 3454 442,21,767,788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,86038,86038
136,OK,3,-6095 -6028 -3042 3355 168,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,85291,85291
137,OK,3,-5724 -5766 -2953 3509 417,21,770,791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,102383,102383
138,OK,3,-6284 -6156 -3064 3311 231,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,86747,86747
139,OK,3,-5780 -5777 -2950 3498 440,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,87523,87523
140,OK,3,-5743 -5715 -2917 3515 413,21,770,791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,88348,88348
141,OK,3,-5873 -5910 -2933 3448 399,21,767,788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,198,106840,106840
142,OK,3,-6117 -6112 -3037 3359 244,21,768,789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,88998,88998
143,OK,3,-5942 -5992 -2897 3436 367,21,770,791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,198,89851,89851
144,OK,3,-5842 -5887 -2960 3391 293,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,246,198,85585,85585
145,OK,3,-6278 -6206 -3171 3296 337,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,100395,100395
146,OK,3,-5892 -5930 -2923 3434 382,21,766,787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,198,87276,87276
147,OK,3,-7194 -7141 -2104 2270 -968,20,770,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,256,200,87764,87764
148,OK,3,-5852 -5886 -2963 3437 390,21,770,791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,86346,86346
149,OK,3,-5774 -5900 -2977 3460 338,20,770,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,130452,130452
150,OK,3,-6116 -6068 -3056 3319 176,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,85322,85322
151,OK,3,-6226 -6189 -3148 3310 275,21,768,789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,88314,88314
152,OK,3,-5746 -5878 -2799 3663 -492,21,766,787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,200,90060,90060
153,OK,3,-6177 -6125 -3053 3371 145,23,766,789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,87327,87327
154,OK,3,-6174 -6125 -3082 3265 275,20,769,789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,85827,85827
155,OK,3,-6796 -6642 -2510 1819 -600,20,773,793,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,256,200,86864,86864
156,OK,3,-5838 -5966 -2918 3469 275,21,770,791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,85392,85392
157,OK,3,-6124 -6145 -3001 3387 189,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,102409,102409
158,OK,3,-5688 -5797 -2867 3605 -384,21,765,786,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,200,86052,86052
159,OK,3,-6144 -6122 -3077 3276 275,21,766,787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,85696,85696
160,OK,3,-5942 -6116 -2967 3498 252,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,91625,91625
161,OK,3,-6228 -6216 -3152 3254 383,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,91901,91901
162,OK,3,-6174 -6094 -3078 3354 163,21,768,789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,87195,87195
163,OK,3,-5913 -5927 -2944 3401 196,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,246,198,88395,88395
164,OK,3,-5769 -5859 -2817 3676 -533,21,765,786,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,200,86889,86889
165,OK,3,-6118 -5994 -2964 3353 78,21,766,787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,196,89192,89192
166,OK,3,-6201 -6225 -3199 3285 450,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,85455,85455
167,OK,3,-5840 -5972 -3007 3393 318,20,770,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,85907,85907
168,OK,3,-6193 -6212 -3138 3271 387,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,88591,88591
169,OK,3,-5975 -5973 -2952 3385 202,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,246,198,107754,107754
170,OK,3,-6225 -6224 -3165 3299 412,21,766,787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,115287,115287
171,OK,3,-6019 -6108 -3026 3417 209,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,92199,92199
172,OK,3,-5941 -6067 -3031 3429 233,20,769,789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,89593,89593
173,OK,3,-6246 -6232 -3148 3323 315,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,88394,88394
174,OK,3,-6197 -6238 -3166 3305 399,21,769,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,84358,84358
175,OK,3,-6194 -6233 -3134 3318 394,21,768,789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,86126,86126
