row_id,source_row_index,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16
128,750,102400,0,27655680,14706,0,1024,256,0,0,256,6400,7424,0,0,0,768,13
129,755,102400,0,27648512,9715,0,1024,256,0,0,256,3584,15360,0,0,0,512,26
130,757,102400,0,27665664,4500,0,1024,256,0,0,256,256,10752,0,0,0,1024,18
131,759,102400,0,27655680,14056,0,1024,256,0,0,256,4352,7424,0,0,0,768,13
132,800,115200,0,27918848,3970,0,1280,256,0,0,256,1024,7168,0,0,0,512,12
133,803,115200,0,27918848,16384,0,1280,256,0,0,256,4096,7168,0,0,0,512,13
134,806,115200,0,27924480,7364,0,1280,256,0,0,256,3584,14592,0,0,0,1024,24
135,813,115200,0,27918848,17602,0,1280,256,0,0,256,8192,7168,0,0,0,512,13
136,819,115200,0,27924480,8836,0,1280,256,0,0,256,1280,14592,0,0,0,1024,25
137,821,115200,0,27918848,3798,0,1280,256,0,0,256,11264,7168,0,0,0,512,12
138,824,115200,0,27925504,3498,0,1280,256,0,0,256,1024,19456,0,0,0,1280,32
139,831,115200,0,27918848,9759,0,1280,256,0,0,256,10496,7168,0,0,0,512,12
140,834,115200,0,27918848,8151,0,1280,256,0,0,256,11776,7168,0,0,0,512,12
141,835,115200,0,27918848,7564,0,1280,256,0,0,256,7424,7168,0,0,0,512,12
142,851,115200,0,27925504,6172,0,1280,256,0,0,256,2048,19456,0,0,0,1280,32
143,856,115200,0,27918848,4127,0,1280,256,0,0,256,6144,7168,0,0,0,512,12
144,862,115200,0,27924480,10225,0,1280,256,0,0,256,5120,14592,0,0,0,1024,25
145,869,115200,0,27927040,3101,0,1280,256,0,0,256,1536,20480,0,0,0,256,36
146,875,115200,0,27918848,7684,0,1280,256,0,0,256,6656,7168,0,0,0,512,12
147,884,115200,256,27925504,0,256,1024,0,3584,256,0,0,0,272384,19456,21268,0,620
148,891,115200,0,27918848,11956,0,1280,256,0,0,256,6912,7168,0,0,0,512,12
149,901,128000,0,28163584,11882,0,1792,256,0,0,256,6912,11008,0,0,0,768,19
150,906,128000,0,28184064,6994,0,1792,256,0,0,256,512,23040,0,0,0,1792,38
151,934,128000,0,28183808,3230,0,1792,256,0,0,256,1024,20480,0,0,0,512,34
152,943,128000,0,28165376,3319,0,1792,256,0,0,256,256,18432,0,0,0,1536,30
153,947,128000,0,28170240,6248,0,1792,256,0,0,256,768,15360,0,0,0,1024,26
154,950,128000,0,28184064,6353,0,1792,256,0,0,256,768,23040,0,0,0,1792,38
155,962,128000,256,28175872,0,256,1536,0,1280,256,0,0,0,184320,36864,20966,0,625
156,968,128000,0,28163584,6263,0,1792,256,0,0,256,5888,11008,0,0,0,768,18
157,978,128000,0,28165376,5175,0,1792,256,0,0,256,1792,18432,0,0,0,1536,30
158,982,128000,0,28184064,3790,0,1792,256,0,0,256,256,23040,0,0,0,1792,38
159,985,128000,0,28184064,6080,0,1792,256,0,0,256,1024,23040,0,0,0,1792,38
160,986,128000,0,28163584,4019,0,1792,256,0,0,256,4608,11008,0,0,0,768,18
161,1018,140800,0,28438272,1515,0,1536,256,0,0,256,1792,28416,0,0,0,1280,46
162,1019,140800,0,28440320,11216,0,1536,256,0,0,256,512,14592,0,0,0,768,25
163,1021,140800,0,28432896,11186,0,1536,256,0,0,256,3584,11520,0,0,0,1536,23
164,1023,140800,0,28419840,2506,0,1536,256,0,0,256,256,17408,0,0,0,1024,29
165,1026,140800,0,28432896,7607,0,1536,256,0,0,256,768,11520,0,0,0,1536,19
166,1035,140800,0,28440832,11127,0,1536,256,0,0,256,1792,23040,0,0,0,256,39
167,1042,140800,0,28440320,12690,0,1536,256,0,0,256,4352,14592,0,0,0,768,25
168,1045,140800,0,28438272,2410,0,1536,256,0,0,256,2048,28416,0,0,0,1280,46
169,1053,140800,0,28432896,12977,0,1536,256,0,0,256,2560,11520,0,0,0,1536,20
170,1055,140800,0,28416256,12086,0,1536,256,0,0,256,1536,21760,0,0,0,512,37
171,1061,140800,0,28419840,5559,0,1536,256,0,0,256,2816,17408,0,0,0,1024,29
172,1071,140800,0,28440320,8179,0,1536,256,0,0,256,3328,14592,0,0,0,768,24
173,1074,140800,0,28416256,2371,0,1536,256,0,0,256,1792,21760,0,0,0,512,35
174,1092,140800,0,28440832,1471,0,1536,256,0,0,256,2560,23040,0,0,0,256,37
175,1101,153600,0,28675072,6996,0,1536,256,0,0,256,2304,24576,0,0,0,768,42
176,1105,153600,0,28677888,3194,0,1536,256,0,0,256,7424,10496,0,0,0,512,17
177,1117,153600,0,28694784,10277,0,1536,256,0,0,256,1536,13056,0,0,0,1536,22
178,1121,153600,0,28681216,4547,0,1536,256,0,0,256,256,28416,0,0,0,1024,47
179,1122,153600,0,28677888,11317,0,1536,256,0,0,256,5888,10496,0,0,0,512,18
180,1127,153600,0,28677888,5440,0,1536,256,0,0,256,6912,10496,0,0,0,512,17
181,1148,153600,0,28694784,2239,0,1536,256,0,0,256,3072,13056,0,0,0,1536,21
182,1154,153600,0,28680192,19343,0,1536,256,0,0,256,3328,13056,0,0,0,256,24
183,1160,153600,0,28680192,5056,0,1536,256,0,0,256,1792,13056,0,0,0,256,22
184,1163,153600,0,28694784,4202,0,1536,256,0,0,256,4096,13056,0,0,0,1536,21
185,1168,153600,0,28677888,5215,0,1536,256,0,0,256,4608,10496,0,0,0,512,17
186,1185,153600,0,28694784,9121,0,1536,256,0,0,256,1280,13056,0,0,0,1536,22
187,1190,153600,0,28677888,10052,0,1536,256,0,0,256,6400,10496,0,0,0,512,18
188,1198,153600,0,28694784,3934,0,1536,256,0,0,256,768,13056,0,0,0,1536,22
189,1199,153600,0,28677888,10696,0,1536,256,0,0,256,4352,10496,0,0,0,512,18
190,1200,166400,0,28941312,4520,0,256,256,0,0,256,4096,3328,0,0,0,256,6
191,1202,166400,0,28941312,16998,0,256,256,0,0,256,20480,3328,0,0,0,256,6
192,1204,166400,0,28941312,22664,0,256,256,0,0,256,24832,3328,0,0,0,256,7
193,1209,166400,0,28941312,7506,0,256,256,0,0,256,4608,3328,0,0,0,256,6
194,1211,166400,0,28941312,9270,0,256,256,0,0,256,23040,3328,0,0,0,256,6
195,1221,166400,0,28941312,5337,0,256,256,0,0,256,15104,3328,0,0,0,256,6
196,1227,166400,0,28941312,17256,0,256,256,0,0,256,2048,3328,0,0,0,256,6
197,1232,166400,0,28941312,1629,0,256,256,0,0,256,12288,3328,0,0,0,256,9
198,1252,166400,256,28941312,0,256,0,0,25344,256,0,0,0,329472,3328,37208,0,553
199,1262,166400,0,28941312,17138,0,256,256,0,0,256,22016,3328,0,0,0,256,6
200,1269,166400,0,28941312,20861,0,256,256,0,0,256,9472,3328,0,0,0,256,7
201,1271,166400,0,28941312,10320,0,256,256,0,0,256,11008,3328,0,0,0,256,6
202,1274,166400,0,28941312,19851,0,256,256,0,0,256,6400,3328,0,0,0,256,7
203,1282,166400,0,28941312,15601,0,256,256,0,0,256,20224,3328,0,0,0,256,6
204,1295,166400,0,28941312,18410,0,256,256,0,0,256,18688,3328,0,0,0,256,6
205,1304,179200,256,29185024,0,256,1536,0,3072,256,0,0,0,261120,21760,29077,0,632
206,1311,179200,0,29209088,5601,0,1792,256,0,0,256,512,23040,0,0,0,1280,38
207,1322,179200,0,29190144,4814,0,1792,256,0,0,256,1280,23040,0,0,0,768,38
208,1324,179200,256,29190144,0,256,1536,0,3072,256,0,0,0,253440,23040,21529,0,631
209,1327,179200,0,29190144,6158,0,1792,256,0,0,256,2560,23040,0,0,0,768,38
210,1328,179200,0,29209088,787,0,1792,256,0,0,256,256,23040,0,0,0,1280,38
211,1343,179200,0,29186304,2241,0,1792,256,0,0,256,1024,13056,0,0,0,256,21
212,1345,179200,0,29185024,5347,0,1792,256,0,0,256,2560,21760,0,0,0,1024,36
213,1357,179200,0,29190144,2509,0,1792,256,0,0,256,1024,23040,0,0,0,768,38
214,1359,179200,0,29186304,6620,0,1792,256,0,0,256,768,13056,0,0,0,256,22
215,1363,179200,0,29209088,794,0,1792,256,0,0,256,2816,23040,0,0,0,1280,38
216,1401,192000,0,29440768,2685,0,1792,256,0,0,256,512,36864,0,0,0,1024,60
217,1402,192000,0,29441280,3860,0,1792,256,0,0,256,2816,21760,0,0,0,512,35
218,1414,192000,0,29441280,172,0,1792,256,0,0,256,2304,21760,0,0,0,512,35
219,1415,192000,0,29441280,2660,0,1792,256,0,0,256,512,21760,0,0,0,512,36
220,1447,192000,0,29453568,3987,0,1792,256,0,0,256,1536,13056,0,0,0,256,22
221,1450,192000,0,29444608,6775,0,1792,256,0,0,256,3840,15872,0,0,0,1280,26
222,1454,192000,0,29453568,2350,0,1792,256,0,0,256,768,13056,0,0,0,256,22
223,1462,192000,256,29456128,0,256,1536,0,2048,256,0,0,0,227328,28416,31735,0,674
224,1464,192000,0,29441280,3075,0,1792,256,0,0,256,1280,21760,0,0,0,512,35
225,1472,192000,0,29456128,3267,0,1792,256,0,0,256,1792,28416,0,0,0,1792,46
226,1473,192000,0,29440768,673,0,1792,256,0,0,256,1280,36864,0,0,0,1024,60
227,1475,192000,0,29458176,7668,0,1792,256,0,0,256,6144,12288,0,0,0,768,20
228,1476,192000,0,29441280,2938,0,1792,256,0,0,256,256,21760,0,0,0,512,36
229,1478,192000,0,29458176,3734,0,1792,256,0,0,256,4864,12288,0,0,0,768,20
230,1486,192000,0,29444608,1515,0,1792,256,0,0,256,3584,15872,0,0,0,1280,26
231,1487,192000,0,29458176,13207,0,1792,256,0,0,256,4608,12288,0,0,0,768,21
232,1499,204800,0,29710336,227,0,3072,256,0,0,256,256,46336,0,0,0,2048,75
233,1500,204800,0,29719296,6983,0,3072,256,0,0,256,2560,24576,0,0,0,2304,40
234,1505,204800,0,29715456,2089,0,3072,256,0,0,256,256,46336,0,0,0,1024,75
235,1512,204800,0,29719296,6184,0,3072,256,0,0,256,1280,24576,0,0,0,2304,40
236,1518,204800,0,29705728,1987,0,3072,256,0,0,256,512,52736,0,0,0,512,85
237,1520,204800,0,29708288,4522,0,3072,256,0,0,256,1536,20480,0,0,0,2816,34
238,1526,204800,0,29707520,4329,0,3072,256,0,0,256,2816,20480,0,0,0,1536,33
239,1529,204800,0,29718016,6652,0,3072,256,0,0,256,2048,19456,0,0,0,2560,32
240,1534,204800,0,29708288,9059,0,3072,256,0,0,256,2816,20480,0,0,0,2816,34
241,1549,204800,0,29707520,4172,0,3072,256,0,0,256,768,20480,0,0,0,1536,34
242,1552,204800,0,29719552,18219,0,3072,256,0,0,256,1280,24576,0,0,0,1792,45
243,1563,204800,0,29718016,948,0,3072,256,0,0,256,3072,19456,0,0,0,2560,32
244,1566,204800,0,29707520,5827,0,3072,256,0,0,256,2048,20480,0,0,0,1536,34
245,1584,204800,256,29718016,0,256,2816,0,3584,256,0,0,0,175616,12800,37851,0,643
246,1587,204800,0,29708288,2239,0,3072,256,0,0,256,2560,20480,0,0,0,2816,33
247,1588,204800,0,29707520,2425,0,3072,256,0,0,256,1280,20480,0,0,0,1536,33
248,1591,204800,0,29719552,4039,0,3072,256,0,0,256,2560,24576,0,0,0,1792,40
249,1595,204800,0,29719552,1471,0,3072,256,0,0,256,2048,24576,0,0,0,1792,40
250,1597,204800,256,29721344,0,256,2816,0,768,256,0,0,0,127232,46080,20870,0,635
251,1607,217600,0,29977600,0,0,768,0,0,0,0,2304,2048,234496,2048,40784,0,295
252,1613,217600,0,29977600,0,0,768,0,0,0,0,3584,2048,255488,2048,32328,0,276
253,1617,217600,0,29977600,0,0,768,0,0,0,0,512,1792,258048,1792,22116,0,230
254,1630,217600,0,29977600,0,0,768,0,0,0,0,1792,2560,233472,2560,36716,0,359
255,1633,217600,0,29977600,0,0,768,0,0,0,0,2816,1792,198656,1792,44014,0,259
256,1638,217600,0,29977600,0,0,768,0,0,0,0,256,2048,257792,2048,20273,0,290
257,1647,217600,0,29977600,0,0,768,0,0,0,0,512,3328,256512,3328,31056,0,422
258,1660,217600,0,29977600,0,0,768,0,0,0,0,1536,2048,257792,2048,31735,0,285
259,1665,217600,0,29977600,0,0,768,0,0,0,0,2048,2304,255232,2304,29781,0,318
260,1668,217600,0,29977600,0,0,768,0,0,0,0,1024,2560,257280,2560,30572,0,345
261,1671,217600,0,29977600,0,0,768,0,0,0,0,768,1280,205568,1280,44151,0,152
262,1674,217600,0,29977600,0,0,768,0,0,0,0,3328,2560,252928,2560,35657,0,367
263,1695,217600,0,29977600,0,0,768,0,0,0,0,512,2048,257792,2048,32447,0,287
264,1696,217600,0,29977600,0,0,768,0,0,0,0,0,2304,249600,2304,20870,0,329
265,1701,230400,0,51481600,7713,0,1024,256,0,0,0,1792,0,0,0,0,768,7
266,1710,230400,0,51481600,7855,0,1024,256,0,0,0,768,0,0,0,0,768,7
267,1730,12800,256,25860096,0,256,0,0,0,0,0,0,0,0,3328,14063,0,140
268,1736,12800,0,25873664,4111,0,1536,256,0,0,256,2816,10752,0,0,0,256,17
269,1768,12800,0,25862400,15570,0,1536,256,0,0,256,1792,26368,0,0,0,512,46
270,1773,12800,0,25870848,2117,0,1536,256,0,0,256,2304,12544,0,0,0,768,20
271,1791,12800,0,25873664,12179,0,1536,256,0,0,256,5376,10752,0,0,0,256,18
272,1798,12800,0,25873664,3964,0,1536,256,0,0,256,512,10752,0,0,0,256,17
273,1824,25600,256,26114560,0,256,1536,0,2304,256,0,0,0,237312,26368,27846,0,636
274,1828,25600,256,26115584,0,256,1536,0,2816,256,0,0,0,253440,23040,34580,0,655
275,1841,25600,0,26125056,1667,0,1792,256,0,0,256,2304,15360,0,0,0,768,25
276,1845,25600,0,26114304,10777,0,1792,256,0,0,256,5376,14080,0,0,0,1536,24
277,1848,25600,0,26114304,10513,0,1792,256,0,0,256,1024,14080,0,0,0,1536,24
278,1853,25600,0,26125056,3477,0,1792,256,0,0,256,1024,15360,0,0,0,768,25
279,1867,25600,0,26114304,1212,0,1792,256,0,0,256,2048,14080,0,0,0,1536,23
280,1869,25600,0,26114304,2435,0,1792,256,0,0,256,3072,14080,0,0,0,1536,23
281,1870,25600,0,26130688,5235,0,1792,256,0,0,256,5888,11520,0,0,0,512,19
282,1875,25600,0,26115584,4006,0,1792,256,0,0,256,2560,23040,0,0,0,1792,38
283,1888,25600,0,26112256,2371,0,1792,256,0,0,256,1536,33536,0,0,0,256,54
284,1890,25600,0,26125056,10490,0,1792,256,0,0,256,3072,15360,0,0,0,768,26
285,1894,25600,0,26130688,10179,0,1792,256,0,0,256,3328,11520,0,0,0,512,20
286,1895,25600,0,26114304,2305,0,1792,256,0,0,256,3840,14080,0,0,0,1536,23
287,1900,25600,0,26115584,4019,0,1792,256,0,0,256,256,23040,0,0,0,1792,38
288,1908,25600,0,26130688,14469,0,1792,256,0,0,256,5632,11520,0,0,0,512,20
289,1914,38400,0,26371072,14035,0,1024,256,0,0,256,2048,7168,0,0,0,512,13
290,1935,38400,0,26371072,12154,0,1024,256,0,0,256,512,7168,0,0,0,512,13
291,1936,38400,0,26378240,103,0,1024,256,0,0,256,3840,11520,0,0,0,1024,19
292,1937,38400,0,26371840,2506,0,1024,256,0,0,256,768,21760,0,0,0,768,36
293,1950,38400,0,26371072,9942,0,1024,256,0,0,256,9728,7168,0,0,0,512,12
294,1956,38400,0,26378240,10565,0,1024,256,0,0,256,2816,11520,0,0,0,1024,20
295,1965,38400,0,26385664,3753,0,1024,256,0,0,256,256,23040,0,0,0,256,39
296,1975,38400,0,26371840,5559,0,1024,256,0,0,256,1792,21760,0,0,0,768,36
297,1977,38400,0,26371840,9492,0,1024,256,0,0,256,512,21760,0,0,0,768,37
298,1987,38400,0,26371072,8784,0,1024,256,0,0,256,7424,7168,0,0,0,512,14
299,1996,38400,0,26378240,17359,0,1024,256,0,0,256,1024,11520,0,0,0,1024,21
300,2005,38400,0,26371072,3338,0,1024,256,0,0,256,4864,7168,0,0,0,512,12
301,2010,38400,0,26378240,34252,0,1024,256,0,0,256,1280,11520,0,0,0,1024,87
302,2025,51200,0,26645760,2577,0,2048,256,0,0,256,1536,24576,0,0,0,1024,40
303,2027,51200,0,26626304,13618,0,2048,256,0,0,256,2560,10496,0,0,0,2048,18
304,2028,51200,0,26640128,8981,0,2048,256,0,0,256,3584,13568,0,0,0,512,23
