row_id,status,predicted_class,logits,preprocess_us,inference_us,total_us,attempts,response_timeout_count,ignored_datagram_count,ignored_wrong_endpoint_count,ignored_bad_length_count,ignored_non_ascii_count,ignored_malformed_count,ignored_bad_prefix_count,ignored_bad_identity_count,ignored_bad_attempt_count,ignored_bad_inner_hex_count,ignored_bad_crc_count,ignored_bad_inner_text_count,ignored_wrong_session_count,ignored_wrong_stage_count,ignored_wrong_transaction_count,ignored_wrong_attempt_count,successful_request_bytes,request_datagram_bytes_sent,response_bytes,host_observed_datagram_rtt_us,transaction_elapsed_us
54,OK,3,-5959 -6020 -3127 3325 425,18,386,404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,196,5425,5425
55,OK,3,-5893 -5888 -3025 3322 438,18,381,399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,196,4983,4983
56,OK,3,-6234 -6060 -3108 3317 355,19,379,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,232,196,5100,5100
57,OK,3,-6100 -6048 -3043 3428 458,17,380,397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,232,196,6669,6669
58,OK,3,-5798 -5623 -2971 3473 416,17,381,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,196,5176,5176
59,OK,3,-5630 -5339 -2955 3536 370,18,380,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,196,7922,7922
60,OK,3,-6227 -6084 -3124 3297 293,18,386,404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,196,5501,5501
61,OK,3,-5901 -5882 -2940 3381 389,17,386,403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,196,62924,62924
62,OK,3,-5761 -5749 -2963 3384 434,17,381,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,196,4946,4946
63,OK,3,-6021 -5896 -2949 3435 426,18,381,399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,232,196,5243,5243
64,OK,3,-6171 -6069 -3067 3376 393,17,380,397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,232,196,5920,5920
65,OK,3,-5657 -5355 -2932 3522 372,17,387,404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,196,5693,5693
66,OK,3,-6097 -6015 -3111 3324 493,19,380,399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,196,5457,5457
67,OK,3,-6207 -6051 -3124 3280 280,19,380,399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,196,7388,7388
68,OK,3,-5870 -6021 -3107 3350 367,18,386,404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,196,20441,20441
69,OK,3,-7014 -6632 -2463 2228 -978,18,387,405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,252,198,5388,5388
70,OK,3,-7217 -6523 -2616 2393 -809,18,387,405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,252,198,5350,5350
71,OK,3,-6074 -6066 -3097 3232 352,17,386,403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,196,5223,5223
72,OK,3,-5908 -6019 -3117 3318 325,17,387,404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,196,66773,66773
73,OK,3,-5972 -6021 -3042 3352 247,18,380,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,196,23660,23660
74,OK,3,-6135 -6067 -3056 3332 162,18,380,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,196,5177,5177
75,OK,3,-5741 -5865 -2974 3529 -222,17,386,403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,198,5706,5706
76,OK,3,-6069 -6041 -3058 3331 198,17,386,403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,196,5289,5289
77,OK,3,-6063 -6072 -3131 3295 301,19,379,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,196,5171,5171
78,OK,3,-5849 -6006 -3092 3313 410,17,380,397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,196,6043,6043
79,OK,3,-5989 -6040 -3068 3288 339,18,380,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,196,5131,5131
80,OK,3,-5922 -6021 -3109 3293 389,17,387,404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,196,4873,4873
81,OK,3,-5842 -6012 -3103 3352 385,19,380,399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,196,4763,4763
82,OK,3,-6067 -6064 -3053 3375 188,17,380,397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,196,5170,5170
83,OK,3,-6256 -6208 -3277 3106 634,18,380,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,196,4895,4895
84,OK,3,-6394 -6259 -3277 3052 688,17,386,403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,196,6097,6097
85,OK,3,-5965 -5981 -2888 3405 298,18,386,404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,196,7165,7165
86,OK,3,-5974 -6045 -3027 3393 251,18,386,404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,196,25969,25969
87,OK,3,-5869 -5895 -2973 3359 301,17,387,404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,196,7216,7216
88,OK,3,-5750 -5846 -2829 3556 -332,18,386,404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,198,5325,5325
89,OK,3,-5931 -5892 -3090 3403 97,19,380,399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,194,5136,5136
90,OK,3,-6143 -6083 -3084 3320 266,19,380,399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,196,5131,5131
91,OK,3,-5770 -5845 -2974 3421 369,17,380,397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,196,5835,5835
92,OK,3,-5844 -5853 -2940 3435 319,18,386,404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,196,5434,5434
93,OK,3,-7566 -6665 -2459 2549 -645,17,381,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,252,198,5252,5252
94,OK,3,-5831 -5925 -2909 3451 309,17,387,404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,196,6070,6070
95,OK,3,-5973 -5978 -2988 3361 261,18,386,404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,196,7581,7581
96,OK,3,-5824 -5913 -2964 3397 331,18,386,404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,196,7523,7523
97,OK,3,-7748 -6348 -3147 2861 -19,17,380,397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,252,196,5878,5878
98,OK,3,-6016 -6025 -2966 3371 254,19,386,405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,196,5154,5154
99,OK,3,-7619 -6245 -3525 2793 -33,18,381,399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,252,196,21861,21861
100,OK,3,-5876 -5900 -2955 3370 294,18,380,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,5213,5213
101,OK,3,-6065 -6078 -3071 3335 292,18,380,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,8605,8605
102,OK,3,-5814 -5893 -2955 3408 333,17,380,397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,198,5123,5123
103,OK,3,-5841 -5718 -3035 3280 430,17,380,397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,5170,5170
104,OK,3,-5939 -6058 -3029 3428 410,17,380,397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,198,5285,5285
105,OK,3,-6021 -6067 -3135 3301 522,18,380,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,6284,6284
106,OK,3,-6091 -6029 -2972 3327 319,18,386,404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,198,5294,5294
107,OK,3,-6059 -6075 -3105 3352 288,18,386,404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,198,5199,5199
108,OK,3,-5865 -5812 -3002 3353 357,17,386,403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,7465,7465
109,OK,3,-5928 -5889 -2977 3322 364,23,381,404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,7200,7200
110,OK,3,-6036 -5964 -3012 3294 341,19,386,405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,7611,7611
111,OK,3,-6021 -5959 -3007 3297 332,19,380,399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,198,50776,50776
112,OK,3,-5895 -5917 -2944 3545 -272,17,380,397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,200,35846,35846
113,OK,3,-6384 -6193 -3214 3216 398,17,380,397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,198,5519,5519
114,OK,3,-6054 -6035 -2927 3381 356,18,380,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,198,7298,7298
115,OK,3,-6369 -6231 -3244 3178 499,19,380,399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,198,5149,5149
116,OK,3,-6344 -6149 -3148 3264 286,18,380,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,198,5210,5210
117,OK,3,-6119 -5998 -3099 3464 89,19,386,405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,196,17561,17561
118,OK,3,-7314 -6664 -2955 2333 -211,18,381,399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,200,5226,5226
119,OK,3,-6020 -5978 -3037 3320 341,18,380,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,246,198,5262,5262
120,OK,3,-5711 -5710 -2962 3467 419,18,380,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,5840,5840
121,OK,3,-6047 -6009 -3004 3375 178,18,380,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,48179,48179
122,OK,3,-5861 -5873 -2910 3427 352,18,387,405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,198,5673,5673
123,OK,3,-5824 -5810 -2991 3405 343,17,380,397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,5689,5689
124,OK,3,-5966 -6031 -3090 3356 354,17,380,397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,25302,25302
125,OK,3,-6090 -6090 -2952 3425 261,18,380,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,5517,5517
126,OK,3,-5866 -5852 -2884 3454 213,18,386,404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,5452,5452
127,OK,3,-6092 -6015 -3049 3313 281,19,386,405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,5259,5259
128,OK,3,-5814 -5807 -2984 3413 340,17,387,404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,5502,5502
129,OK,3,-5932 -6025 -3075 3382 326,18,380,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,5515,5515
130,OK,3,-5816 -5820 -2835 3600 -410,19,386,405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,200,4767,4767
131,OK,3,-5886 -5897 -2995 3351 360,17,380,397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,4753,4753
132,OK,3,-6203 -6094 -3073 3302 231,19,380,399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,198,5980,5980
133,OK,3,-5905 -5979 -3030 3356 414,17,380,397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,4777,4777
134,OK,3,-5932 -6017 -3009 3407 248,18,386,404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,6503,6503
135,OK,3,-5804 -5824 -3015 3454 442,18,387,405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,7361,7361
136,OK,3,-6095 -6028 -3042 3355 168,17,380,397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,4871,4871
137,OK,3,-5724 -5766 -2953 3509 417,17,380,397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,5416,5416
138,OK,3,-6284 -6156 -3064 3311 231,19,386,405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,20842,20842
139,OK,3,-5780 -5777 -2950 3498 440,19,380,399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,4930,4930
140,OK,3,-5743 -5715 -2917 3515 413,19,386,405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,5402,5402
141,OK,3,-5873 -5910 -2933 3448 399,17,381,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,198,6026,6026
142,OK,3,-6117 -6112 -3037 3359 244,17,386,403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,4821,4821
143,OK,3,-5942 -5992 -2897 3436 367,19,380,399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,198,84845,84845
144,OK,3,-5842 -5887 -2960 3391 293,17,380,397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,246,198,5227,5227
145,OK,3,-6278 -6206 -3171 3296 337,18,380,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,4764,4764
146,OK,3,-5892 -5930 -2923 3434 382,17,381,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,198,6296,6296
147,OK,3,-7194 -7141 -2104 2270 -968,18,381,399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,256,200,4905,4905
148,OK,3,-5852 -5886 -2963 3437 390,17,386,403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,4928,4928
149,OK,3,-5774 -5900 -2977 3460 338,18,380,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,5039,5039
150,OK,3,-6116 -6068 -3056 3319 176,18,380,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,5460,5460
151,OK,3,-6226 -6189 -3148 3310 275,17,380,397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,4971,4971
152,OK,3,-5746 -5878 -2799 3663 -492,18,386,404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,200,6107,6107
153,OK,3,-6177 -6125 -3053 3371 145,18,386,404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,4941,4941
154,OK,3,-6174 -6125 -3082 3265 275,17,387,404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,5381,5381
155,OK,3,-6796 -6642 -2510 1819 -600,17,381,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,256,200,4821,4821
156,OK,3,-5838 -5966 -2918 3469 275,18,387,405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,14359,14359
157,OK,3,-6124 -6145 -3001 3387 189,17,386,403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,8969,8969
158,OK,3,-5688 -5797 -2867 3605 -384,17,386,403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,200,4984,4984
159,OK,3,-6144 -6122 -3077 3276 275,17,380,397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,4669,4669
160,OK,3,-5942 -6116 -2967 3498 252,17,387,404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,5099,5099
161,OK,3,-6228 -6216 -3152 3254 383,17,380,397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,5009,5009
162,OK,3,-6174 -6094 -3078 3354 163,18,380,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,4983,4983
163,OK,3,-5913 -5927 -2944 3401 196,17,380,397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,246,198,5273,5273
164,OK,3,-5769 -5859 -2817 3676 -533,18,379,397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,200,5215,5215
165,OK,3,-6118 -5994 -2964 3353 78,17,386,403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,196,7061,7061
166,OK,3,-6201 -6225 -3199 3285 450,19,380,399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,4730,4730
167,OK,3,-5840 -5972 -3007 3393 318,19,386,405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,7128,7128
168,OK,3,-6193 -6212 -3138 3271 387,19,386,405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,6732,6732
169,OK,3,-5975 -5973 -2952 3385 202,17,380,397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,246,198,4922,4922
170,OK,3,-6225 -6224 -3165 3299 412,18,386,404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,5032,5032
171,OK,3,-6019 -6108 -3026 3417 209,18,386,404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,198,21348,21348
172,OK,3,-5941 -6067 -3031 3429 233,18,380,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,4950,4950
173,OK,3,-6246 -6232 -3148 3323 315,19,379,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,4899,4899
174,OK,3,-6197 -6238 -3166 3305 399,19,386,405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,5490,5490
175,OK,3,-6194 -6233 -3134 3318 394,17,380,397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,242,198,4855,4855
