row_id,timing_row_id,original_full_test_row_id,source_row_index,true_label,fixed_pred,fp32_pred,fixed_logit_0,fixed_logit_1,fixed_logit_2,fixed_logit_3,fixed_logit_4
76,76,45232,300714,1,1,1,-13839,2146,-10726,-1000,-4970
77,77,41112,273945,2,2,2,-2471,-18187,640,-9081,-7632
78,78,52296,347833,3,3,3,-9473,-10219,-2841,9537,-10592
79,79,15676,105077,4,4,4,-12392,-14466,-3831,-910,7008
80,80,29676,198456,0,0,0,0,-15888,-1909,-7797,-11181
81,81,43786,291242,1,1,1,-14252,4180,-8152,-1832,-12159
82,82,41275,275090,2,2,2,-10393,-14107,5923,-3648,-12202
83,83,11599,77380,3,3,3,-11849,-11849,-5516,7012,159
84,84,12549,83764,4,4,4,-11670,-13204,-6523,-3880,6024
85,85,51741,344369,0,0,0,5484,-13502,-7306,-4402,-5353
86,86,3014,20237,1,1,1,-12773,4194,-8564,812,-9851
87,87,49796,331635,2,0,0,464,-14438,-714,-6781,-13382
88,88,42353,282206,3,3,3,-12995,-11715,-4593,4854,-8033
89,89,46195,307372,4,4,4,-10565,-14091,-6584,-4329,7008
90,90,50968,339470,0,0,0,4220,-13818,-3803,-7392,-6914
91,91,4118,27599,1,1,1,-12981,4816,-7453,405,-11731
92,92,21619,145178,2,2,2,-2293,-17354,-1133,-9193,-8554
93,93,33651,224634,3,3,3,-11473,-11479,-5257,7026,547
94,94,15554,104257,4,4,4,-12497,-12951,-3963,343,7176
95,95,33412,223145,0,0,0,5250,-10959,-6927,-3574,-8602
96,96,44676,297280,1,1,1,-12077,3963,-7134,-1275,-8916
97,97,48925,325835,2,2,2,-15529,-15220,4859,-6270,-13761
98,98,29925,200018,3,3,3,-11608,-12282,-5824,6719,537
99,99,9677,64548,4,4,4,-12304,-11229,-4789,-2449,7240
100,100,30376,203144,0,0,2,1152,-15500,922,-6883,-10912
101,101,44634,296991,1,1,1,-13389,4845,-7754,94,-11655
102,102,19760,132897,2,2,2,-17712,-15627,4954,-467,-2660
103,103,33206,221682,3,3,3,-11364,-10837,-5580,7118,-1469
104,104,10772,72015,4,4,4,-11100,-10304,-4657,-2342,7767
105,105,29482,197464,0,0,0,60,-17402,-1700,-7498,-7767
106,106,3801,25640,1,1,1,-14702,4260,-7295,329,-10450
107,107,19881,133829,2,2,2,-13978,-16788,5722,-4119,-2231
108,108,258,1660,3,3,3,-11002,-12647,-5213,6615,484
109,109,8821,58587,4,4,4,-10729,-13328,-6172,-3506,6087
110,110,33273,222115,0,0,0,4847,-14613,-7566,-4903,-3889
111,111,45211,300605,1,1,1,-15836,4208,-8057,380,-11066
112,112,48961,326067,2,2,2,-13086,-13681,6970,-4743,-18250
113,113,49962,332870,3,3,3,-11527,-11722,-5453,6708,391
114,114,10599,70632,4,4,4,-12491,-12912,-5795,-3172,6732
115,115,33327,222481,0,0,0,1156,-15828,801,-5894,-9110
116,116,45237,300755,1,1,1,-13118,4687,-6805,-1396,-9663
117,117,25165,168500,2,2,2,-12917,-13547,7429,-3925,-14132
118,118,23528,157816,3,3,3,-11581,-10689,-5192,7244,-1606
119,119,46515,309697,4,4,4,-10728,-11472,-5252,-3118,7194
120,120,29858,199543,0,0,0,6233,-13207,-6826,-3743,-7730
121,121,3353,22640,1,1,1,-14047,3559,-8870,-23,-9752
122,122,22793,153052,2,2,2,583,-15888,2434,-6889,-11055
123,123,50079,333608,3,3,3,-11866,-11602,-5410,6818,800
124,124,12597,84027,4,4,4,-11112,-10672,-4786,-2583,7662
125,125,50876,338766,0,0,0,-771,-16284,-2540,-8652,-9591
126,126,3021,20261,1,1,1,-14728,4262,-7856,504,-10425
127,127,21608,145142,2,2,2,-17033,-14993,4494,-5580,-12305
128,128,12059,80390,3,3,3,-8962,-10133,-3730,9148,-4987
129,129,47302,315020,4,4,4,-7953,-13545,-5850,-4517,4400
130,130,33799,225673,0,0,0,5797,-12161,-7168,-3655,-8492
131,131,3338,22540,1,1,1,-12957,3753,-9961,68,-10117
132,132,40423,269768,2,2,2,-14817,-17228,3348,-1234,-1172
133,133,24685,165276,3,3,3,-11565,-11898,-5623,6651,675
134,134,10106,67440,4,4,4,-10194,-12297,-5785,-3239,6866
135,135,26775,179541,0,2,2,-1551,-17137,-701,-7997,-9150
136,136,44559,296486,1,1,1,-9568,4106,-9696,267,-8770
137,137,50239,334614,2,3,3,-13134,-13589,713,1681,-3785
138,138,29797,199117,3,3,3,-11839,-11023,-5550,7120,972
139,139,35330,235651,4,4,4,-11818,-12346,-6430,-2075,7995
140,140,35184,234733,0,0,0,1952,-15999,-1598,-6373,-7020
141,141,2467,16582,1,1,1,-15577,4006,-7320,-1304,-10616
142,142,22745,152726,2,2,2,-352,-16667,2125,-7458,-10126
143,143,43497,289439,3,3,3,-9164,-9353,-3265,9122,-4596
144,144,41638,277456,4,4,4,-11463,-10500,-4719,-2517,7603
145,145,33002,220239,0,0,0,5320,-14695,-7577,-4415,-4595
146,146,45038,299579,1,1,1,-14863,4257,-7369,-759,-9376
147,147,25146,168353,2,2,2,-13429,-13291,5982,-3592,-13383
148,148,10268,68446,3,3,3,-10837,-11193,-4928,7478,-1380
149,149,11437,76325,4,4,4,-13385,-11533,-5375,-2573,7308
150,150,40063,267172,0,0,0,66,-16248,-1154,-7821,-10322
151,151,44596,296755,1,1,1,-16143,3969,-7889,-226,-10986
152,152,21749,146104,2,0,0,1759,-14333,-104,-6138,-12148
153,153,39850,265908,3,3,3,-10687,-10931,-4817,7806,-954
154,154,36106,240750,4,4,4,-11465,-10665,-4766,-2291,7971
155,155,34309,228860,0,0,0,5123,-15504,-7644,-4415,-4531
156,156,43817,291447,1,1,1,-17895,5096,-7192,-780,-12647
157,157,23899,160291,2,2,2,-15968,-14577,4673,-295,-3173
158,158,13712,91872,3,3,3,-10948,-10665,-4710,7411,-2018
159,159,42800,285038,4,4,4,-11298,-11583,-4909,-2971,6982
160,160,35303,235410,0,0,0,1975,-15815,964,-6394,-10536
161,161,35742,238384,1,1,1,-14215,4259,-8018,252,-10468
162,162,25155,168421,2,0,2,713,-15618,-180,-7287,-11440
163,163,49882,332269,3,3,3,-11680,-11590,-5674,6660,1003
164,164,54805,364663,4,4,4,-11592,-11059,-4631,-2675,7173
165,165,26751,179461,0,0,2,-596,-17489,-896,-7931,-8820
166,166,3792,25568,1,1,1,-13481,4222,-7918,-63,-10131
167,167,25188,168721,2,2,2,-10116,-13379,7687,-3528,-14228
168,168,49971,332925,3,3,3,-12049,-12373,-5798,6344,638
169,169,11917,79451,4,4,4,-11490,-10938,-4560,-2581,7283
170,170,33326,222480,0,0,0,2965,-14135,-1449,-5127,-8908
171,171,52610,349820,1,1,1,-13004,3687,-9120,-921,-8950
172,172,21092,141584,2,2,2,-15411,-12944,5422,-3733,-12583
173,173,11870,79205,3,3,3,-10812,-11187,-4885,7441,-1335
174,174,47536,316590,4,4,4,-14708,-13698,-1292,-3135,6432
175,175,34784,231953,0,0,0,5724,-13969,-7271,-4054,-6057
176,176,4147,27776,1,1,1,-15926,5231,-8226,-2283,-13161
177,177,48924,325830,2,2,2,-1768,-17260,-1186,-8460,-10286
178,178,51007,339726,3,3,3,-12277,-12199,-5760,7603,-69
179,179,10890,72789,4,4,4,-12338,-13330,-6779,-4265,5980
180,180,32515,217179,0,0,0,3202,-15114,-822,-6302,-8727
181,181,4579,30270,1,1,1,-17879,4323,-5692,-2802,-11314
182,182,21597,145081,2,2,2,-762,-16201,-613,-8903,-5555
183,183,23386,156941,3,3,3,-11407,-11079,-5352,7212,-1263
184,184,53856,358293,4,4,4,-10709,-11709,-5412,-3061,7229
185,185,33385,222958,0,0,0,4440,-13111,-7160,-3451,-5327
186,186,43829,291548,1,1,1,-20744,4421,-7214,-6284,-14097
187,187,21268,142715,2,2,2,-16204,-14122,4796,-15,-3648
188,188,23475,157534,3,3,3,-11466,-10762,-5280,7232,-1285
189,189,16633,111461,4,3,3,-11532,-11797,-5439,6790,-222
190,190,50925,339126,0,0,0,236,-15746,-1795,-7695,-11540
191,191,35871,239253,1,1,1,-12016,5088,-6847,-1005,-11254
192,192,20959,140827,2,2,2,-12517,-15981,3602,-2926,-2936
193,193,28267,189151,3,3,3,-9725,-10492,-3336,8635,-9337
194,194,54625,363527,4,4,4,-9707,-10868,-5859,-2571,7015
195,195,32530,217268,0,0,0,1108,-15963,796,-6018,-8970
196,196,45246,300808,1,1,1,-15621,5506,-7803,-2147,-12255
197,197,21654,145428,2,2,2,-1013,-16977,-647,-8437,-9606
198,198,24706,165389,3,3,3,-11749,-11844,-5630,6776,991
199,199,42133,280700,4,4,4,-11262,-10714,-4450,-2602,7252
200,200,31011,207587,0,0,0,4888,-14024,-7202,-5787,-3986
201,201,4366,29110,1,1,1,-17683,4689,-6851,-4660,-12820
202,202,20582,138479,2,2,2,-15087,-15721,4109,-125,-2917
203,203,14565,97469,3,3,3,-8620,-9568,-3322,9377,-6235
204,204,10256,68367,4,4,4,-11259,-9960,-4818,-2397,7445
205,205,26745,179432,0,0,0,399,-16574,-2645,-6767,-7723
206,206,3333,22496,1,1,1,-14544,4613,-7350,-425,-10920
207,207,17889,119993,2,2,2,229,-15441,449,-7348,-14633
208,208,22000,147760,3,3,3,-12674,-12220,-5558,6422,570
209,209,11108,74106,4,4,4,-11633,-11309,-4782,-2644,7173
210,210,33285,222204,0,0,0,5327,-13828,-7066,-5815,-4345
211,211,44007,292751,1,1,1,-14603,4341,-8280,-300,-10901
212,212,48933,325922,2,2,2,-11293,-13827,2912,-5478,-14220
213,213,52257,347516,3,3,3,-9884,-10593,-3284,8359,-9324
214,214,8772,58301,4,4,4,-10848,-11949,-5577,-3141,7100
215,215,32287,215712,0,0,0,5463,-15469,-7757,-4520,-4789
216,216,3317,22395,1,1,1,-12796,4328,-8057,418,-10386
217,217,19493,130907,2,2,2,-11114,-11817,6319,-1525,-12870
218,218,50770,338138,3,3,3,-11149,-11385,-4813,7024,-1242
219,219,54633,363563,4,4,4,-10814,-11248,-5109,-2991,7325
220,220,50939,339235,0,0,0,514,-15275,-1428,-7317,-12073
221,221,44004,292740,1,1,1,-14541,2678,-8608,-1717,-6038
222,222,21638,145276,2,2,2,-1773,-17656,-311,-8803,-8484
223,223,46415,308862,3,3,3,-11572,-11584,-5742,7021,-270
224,224,8628,57356,4,4,4,-10830,-10614,-4708,-2689,7622
225,225,34432,229661,0,0,0,4725,-15158,-7334,-5848,-3934
226,226,2900,19518,1,1,1,-15834,2649,-11337,-1388,-6370
227,227,21636,145263,2,2,2,-1788,-17670,-307,-8815,-8485
228,228,23185,155718,3,3,3,-10785,-11418,-5420,7136,-1126
229,229,12288,82002,4,4,4,-11941,-12534,-6226,-3310,7153
230,230,30868,206597,0,0,0,5105,-15735,-7097,-6166,-4398
231,231,762,5151,1,1,1,-12260,5087,-7387,0,-11747
232,232,21075,141464,2,2,2,-16103,-13317,5250,-3971,-12040
233,233,1336,8935,3,3,3,-11772,-11446,-5511,7070,876
234,234,14627,97928,4,4,4,-16360,-15931,-2055,-1857,8957
235,235,50576,336837,0,0,0,5901,-13452,-6970,-4012,-6713
236,236,3734,25151,1,1,1,-10627,1591,-11522,449,-5531
237,237,21014,141115,2,2,2,-17702,-15105,4347,-5613,-12109
238,238,54233,360819,3,3,3,-11751,-11270,-5115,7345,-734
239,239,53359,354862,4,4,4,-10311,-11539,-5284,-3274,7144
240,240,26136,175370,0,0,0,4985,-13317,-7307,-5440,-4408
241,241,4289,28648,1,1,1,-16709,3338,-6696,-1243,-9353
242,242,48886,325602,2,2,2,-1410,-17276,-397,-8086,-9309
243,243,19225,129176,3,3,3,-11343,-11688,-5101,7320,-1704
244,244,42406,282534,4,4,4,-10493,-11192,-5133,-2447,7104
245,245,51716,344245,0,0,0,5198,-14783,-6487,-5780,-5229
246,246,3713,25031,1,1,1,-14853,4141,-8598,845,-10581
247,247,22828,153257,2,2,2,1282,-15473,2155,-6295,-11049
248,248,54456,362266,3,3,3,-12047,-12296,-5780,6616,778
249,249,36491,243423,4,4,4,-10825,-10100,-4572,-2486,7636
250,250,50863,338708,0,0,0,-635,-16423,-3128,-8579,-9437
251,251,44672,297250,1,1,1,-15488,4253,-5656,-2397,-10370
252,252,23476,157537,2,2,2,-16563,-17086,4636,-1481,-479
253,253,15492,103789,3,3,3,-11530,-11735,-5620,6875,770
254,254,16828,112743,4,3,3,-11494,-11661,-5639,6647,816
255,255,29759,198857,0,0,0,1015,-14462,-448,-6428,-12478
256,256,3350,22624,1,1,1,-12523,3903,-10801,-137,-10152
257,257,41179,274393,2,2,2,-1705,-17980,1589,-8472,-8301
258,258,17296,115922,3,3,3,-14863,-13288,-8372,4004,-3285
259,259,9742,64941,4,4,4,-11604,-12617,-6082,-3130,7113
260,260,39462,263254,0,0,0,5174,-11119,-7615,-3943,-7642
261,261,3257,21996,1,1,1,-12496,2181,-10478,-487,-4929
262,262,21660,145521,2,0,0,-224,-16332,-1642,-8101,-10806
263,263,16741,112206,3,3,3,-11416,-11846,-5520,6829,560
264,264,42310,281937,4,4,4,-16260,-15948,-1149,1090,6561
265,265,34354,229173,0,0,0,4754,-14849,-7743,-4212,-3813
266,266,3376,22803,1,1,1,-14009,3021,-10102,-1397,-6489
267,267,41315,275438,2,0,0,1779,-15812,1242,-6275,-10632
268,268,22314,149832,3,3,3,-11922,-12315,-5795,6600,666
269,269,47519,316473,4,4,4,-15282,-14863,-1627,-1071,6220
270,270,33248,221995,0,0,0,4973,-15293,-7889,-4531,-3775
271,271,45231,300713,1,1,1,-7936,3064,-8008,-2514,-4473
272,272,24279,162755,2,2,2,-16698,-18438,4866,-2026,-1209
273,273,47873,318820,3,3,3,-11708,-12053,-5784,6682,810
274,274,13769,92259,4,4,4,-10566,-14478,-6107,-4093,6918
275,275,26111,175110,0,0,0,5075,-14865,-7050,-5974,-4519
276,276,3811,25718,1,1,1,-12915,3691,-7678,-844,-9279
277,277,48896,325701,2,2,2,-2167,-16973,-507,-8186,-9742
278,278,24355,163305,3,3,3,-11057,-10738,-5162,7390,-2152
279,279,13810,92524,4,4,4,-12249,-10902,-5286,-2613,6863
280,280,28649,191752,0,0,0,5404,-13962,-6800,-5896,-5132
281,281,45041,299591,1,1,1,-18040,4384,-6249,-2239,-11809
282,282,19476,130805,2,2,2,-9228,-13635,6913,-3722,-13521
283,283,32752,218690,3,3,3,-11604,-11735,-5558,6715,922
284,284,8757,58227,4,4,4,-11116,-10618,-5058,-2268,7248
285,285,33368,222777,0,0,0,2439,-15553,517,-6126,-10704
286,286,3406,23011,1,1,1,-11709,4212,-11679,-348,-10162
287,287,17818,119521,2,0,0,173,-16912,-2412,-7354,-8041
288,288,44968,299099,3,3,3,-9904,-9666,-4800,7752,-557
289,289,16698,111884,4,3,3,-11487,-11869,-5633,6704,711
290,290,29862,199556,0,0,0,5052,-14372,-5826,-5649,-6046
291,291,45452,302173,1,1,1,-16815,5668,-6799,-3043,-13771
292,292,22748,152736,2,2,2,-13494,-12558,5352,-2389,-11919
293,293,9067,60271,3,3,3,-8608,-8542,-2505,9478,-6280
294,294,15003,100373,4,4,4,-12509,-13192,-4114,-185,7499
295,295,39681,264755,0,0,0,5760,-13561,-7086,-4077,-6291
296,296,44049,292995,1,1,1,-14468,3990,-7746,-688,-10474
297,297,22709,152436,2,2,2,-13810,-14457,6516,-4572,-12985
298,298,49560,329947,3,3,3,-12553,-11931,-5817,6838,460
299,299,46227,307584,4,4,4,-12380,-10577,-5557,-2823,6815
300,300,25505,171076,0,0,0,5350,-13136,-7120,-3978,-5852
301,301,3706,24991,1,1,1,-15390,4284,-8316,536,-10938
302,302,41046,273583,2,2,2,-12420,-17238,3003,-1792,-2555
303,303,48732,324571,3,3,3,-11502,-12161,-5886,6511,260
304,304,41534,276802,4,4,4,-10970,-10360,-4572,-2632,7642
305,305,28221,188871,0,0,0,4355,-13030,-7405,-4499,-4342
306,306,35882,239340,1,1,1,-12687,3671,-7725,-308,-9222
307,307,19920,134171,2,0,0,54,-16348,-1919,-7830,-10010
308,308,39805,265598,3,3,3,-11929,-11953,-5506,6639,-114
309,309,41367,275740,4,4,4,-10330,-10976,-4990,-2471,7104
310,310,25566,171482,0,0,0,5719,-13181,-6877,-4470,-6112
311,311,3041,20399,1,1,1,-14027,3530,-7650,-659,-9142
312,312,20211,136078,2,2,2,-14165,-13988,4530,-714,-4289
313,313,50151,334019,3,3,3,-11697,-11467,-5549,6486,840
314,314,35349,235732,4,4,4,-11465,-10665,-4766,-2291,7971
315,315,51867,345147,0,0,0,-756,-16232,-2292,-8224,-10979
316,316,44042,292983,1,1,1,-13017,3960,-7942,-620,-9850
317,317,21626,145200,2,2,2,-11850,-16043,3659,-5976,-10165
318,318,2783,18662,3,3,3,-11364,-11484,-5699,6223,623
319,319,12912,86162,4,4,4,-10720,-11464,-5279,-2830,6597
320,320,50948,339256,0,0,0,657,-15201,-1357,-7224,-12110
321,321,3810,25714,1,1,1,-11564,4082,-11486,-260,-9509
322,322,24490,164149,2,2,2,-10086,-13423,7220,-2128,-12424
323,323,36914,246039,3,3,3,-11323,-11614,-5237,7162,-607
324,324,15419,103363,4,4,4,-12272,-11722,-5045,-1689,7431
325,325,39969,266637,0,0,0,685,-18128,-1084,-7224,-6121
326,326,3750,25277,1,1,1,-15311,4242,-7919,-345,-10693
327,327,24432,163731,2,2,2,-17022,-16580,5298,-2685,-1177
328,328,27959,187066,3,3,3,-12117,-12223,-5825,6457,610
329,329,14251,95409,4,4,4,-11159,-12367,-5426,-3037,6873
330,330,30381,203168,0,0,0,3392,-14481,22,-6331,-10160
331,331,44018,292836,1,1,1,-15237,3835,-6401,-1362,-10178
332,332,21135,141836,2,2,2,-10963,-13285,5434,-4110,-13266
333,333,6995,46465,3,3,3,-11646,-11790,-5172,7265,-454
334,334,14805,99019,4,4,4,-12448,-14847,-3907,-1011,4973
335,335,35316,235548,0,0,0,4989,-13909,-5200,-5699,-5932
336,336,44666,297194,1,1,1,-15086,4501,-7816,-265,-10601
337,337,24394,163491,2,2,2,-13800,-16038,5120,-164,-6575
338,338,48041,319946,3,3,3,-12840,-12766,-6216,5991,1725
339,339,38123,254146,4,4,4,-11943,-11150,-4730,-2570,7197
340,340,34483,229996,0,0,0,4716,-15289,-7667,-4454,-3730
341,341,35862,239182,1,1,1,-14112,4175,-7505,-773,-10741
342,342,19982,134598,2,2,2,-10490,-13088,5908,-3622,-13516
343,343,37951,252912,3,3,3,-12040,-12327,-5996,6754,735
344,344,10493,69866,4,4,4,-12153,-11079,-4785,-2588,7127
345,345,28198,188715,0,0,0,376,-16047,-3910,-5380,-4071
346,346,52200,347125,1,1,1,-12033,3840,-7654,-172,-7187
347,347,19469,130752,2,0,0,1467,-14906,41,-6650,-11942
348,348,28007,187355,3,3,3,-12238,-12280,-5920,6400,875
349,349,46161,307139,4,4,4,-12201,-10500,-5200,-2715,6986
350,350,29248,195908,0,0,0,4581,-11874,-6832,-3788,-6133
351,351,44068,293110,1,1,1,-15335,4525,-5690,-2432,-10797
352,352,21069,141433,2,2,2,-14859,-14469,5799,-5352,-12851
353,353,17653,118290,3,3,3,-12276,-12395,-5753,6527,646
354,354,13142,87787,4,4,4,-10632,-10676,-6274,-3121,6385
355,355,33126,221043,0,0,0,5021,-13939,-7738,-4781,-4278
356,356,3046,20425,1,1,1,-13284,3754,-9592,-435,-8759
357,357,25185,168686,2,2,2,-12082,-12500,7577,-2756,-14117
358,358,30006,200612,3,3,3,-12176,-12512,-5939,6355,765
359,359,38019,253401,4,4,4,-11613,-12048,-4917,-2153,8256
360,360,50884,338822,0,0,0,-713,-16991,-1983,-8499,-9796
361,361,4340,28921,1,1,1,-12586,4515,-8031,-433,-11525
362,362,48916,325777,2,2,2,-15868,-14973,3736,-5740,-12117
363,363,1009,6865,3,3,3,-9073,-9177,-4913,7555,-621
364,364,42261,281535,4,4,4,-10711,-10495,-4955,-2595,6595
365,365,31016,207632,0,0,0,1876,-16639,-1906,-5845,-6818
366,366,45139,300206,1,1,1,-15318,3116,-8592,-854,-5975
367,367,24307,162904,2,2,2,-14499,-16736,4471,-2027,-1192
368,368,36892,245931,3,3,3,-11491,-11651,-5432,7113,-319
369,369,47002,312852,4,4,4,-15092,-16521,-660,-3790,5014
370,370,50888,338837,0,0,2,-1065,-16871,-1422,-8602,-9761
371,371,4584,30303,1,1,1,-18689,5161,-5777,-3389,-12977
372,372,19984,134609,2,2,2,-12569,-12704,6968,-3277,-13871
373,373,30363,202999,3,3,3,-10199,-10595,-3508,8298,-4862
374,374,9372,62442,4,4,4,-10807,-9849,-4638,-2418,7507
375,375,29571,198017,0,0,0,-1504,-16639,-3303,-9113,-9891
376,376,45238,300757,1,1,1,-16348,4345,-6848,-1739,-10397
377,377,21697,145753,2,0,0,605,-15599,-851,-7402,-11539
378,378,56138,373350,3,3,3,-11756,-12273,-5840,6602,646
379,379,38173,254434,4,4,4,-13055,-13029,-3939,-2135,8653
380,380,25876,173499,0,0,0,6108,-13798,-7204,-3753,-7075
381,381,4142,27766,1,1,1,-20323,4000,-5273,-3749,-12233
382,382,22633,151963,2,2,2,-14996,-15625,5424,-5051,-9706
383,383,39793,265489,3,3,3,-12306,-12248,-5728,6302,325
384,384,14534,97245,4,4,4,-11850,-13587,-5329,-3178,8347
385,385,34464,229841,0,0,0,4563,-15555,-7581,-4357,-3629
386,386,43823,291487,1,1,1,-25210,2516,-6784,-6428,-13695
387,387,17855,119789,2,2,2,-1133,-16802,-1084,-8069,-10788
388,388,23487,157594,3,3,3,-11404,-10863,-4675,7451,-2015
389,389,42303,281891,4,4,4,-16618,-15451,-1863,1694,7450
390,390,35252,235138,0,0,0,5136,-13477,-7432,-5105,-4321
391,391,44024,292864,1,1,1,-12951,4891,-7889,95,-11231
392,392,49816,331814,2,2,2,-11962,-11471,6390,-3007,-15971
393,393,35989,240000,3,3,3,-10616,-9994,-2805,10309,-7236
394,394,9195,61168,4,4,4,-13231,-13225,-6008,-3227,6839
395,395,31083,208035,0,0,0,1844,-15503,-291,-5863,-8658
396,396,35883,239348,1,1,1,-14097,3509,-7227,-626,-9175
397,397,49769,331442,2,0,0,-170,-14994,-1147,-7189,-12483
398,398,5699,37836,3,3,3,-11453,-11817,-5655,6691,852
399,399,8289,55139,4,4,4,-10612,-11186,-5057,-2908,7420
