row_id,timing_row_id,original_full_test_row_id,source_row_index,true_label,fixed_pred,fp32_pred,fixed_logit_0,fixed_logit_1,fixed_logit_2,fixed_logit_3,fixed_logit_4
166,166,3792,25568,1,1,1,-1167,550,-563,113,-253
167,167,25188,168721,2,2,2,-231,-758,252,-228,-398
168,168,49971,332925,3,3,3,-531,-765,-857,365,237
169,169,11917,79451,4,4,4,-2002,-2876,-2508,-1216,2120
170,170,33326,222480,0,0,0,24,-1032,-199,-188,-317
171,171,52610,349820,1,1,1,-1010,393,-226,22,-242
172,172,21092,141584,2,2,2,-458,-539,254,-131,-337
173,173,11870,79205,3,3,3,-737,-991,-941,412,171
174,174,47536,316590,4,4,4,-3551,-432,151,144,523
175,175,34784,231953,0,0,0,407,-1211,-212,-762,-709
176,176,4147,27776,1,1,1,-1682,652,-349,169,-305
177,177,48924,325830,2,2,0,130,-818,202,-284,-429
178,178,51007,339726,3,3,3,-1088,-1233,-908,445,93
179,179,10890,72789,4,4,4,-10943,-10705,-9012,-4871,9098
180,180,32515,217179,0,0,0,162,-858,-42,-429,-294
181,181,4579,30270,1,1,1,-1794,730,-580,217,-409
182,182,21597,145081,2,2,2,31,-409,90,-493,-372
183,183,23386,156941,3,3,3,-1141,-1493,-1257,591,238
184,184,53856,358293,4,4,4,-4468,-5095,-4445,-2185,4132
185,185,33385,222958,0,0,0,387,-927,-91,-605,-524
186,186,43829,291548,1,1,1,-3625,1289,-1085,342,-844
187,187,21268,142715,2,2,2,-856,-344,83,-292,-736
188,188,23475,157534,3,3,3,-1248,-1595,-1328,610,235
189,189,16633,111461,4,3,3,-445,-676,-756,331,213
190,190,50925,339126,0,0,0,265,-781,194,-501,-502
191,191,35871,239253,1,1,1,-1215,483,-487,58,-407
192,192,20959,140827,2,2,2,-1460,-333,245,21,-13
193,193,28267,189151,3,3,3,-918,-668,-230,597,114
194,194,54625,363527,4,4,4,-760,-1418,-1076,-834,828
195,195,32530,217268,0,0,0,94,-985,-13,-431,-357
196,196,45246,300808,1,1,1,-1414,571,-282,103,-322
197,197,21654,145428,2,2,2,129,-695,179,-525,-470
198,198,24706,165389,3,3,3,-507,-958,-1011,308,206
199,199,42133,280700,4,4,4,-1841,-2678,-2332,-1180,1960
200,200,31011,207587,0,0,0,350,-1258,-253,-553,-318
201,201,4366,29110,1,1,1,-2513,966,-829,255,-629
202,202,20582,138479,2,2,2,-600,-564,162,-258,-651
203,203,14565,97469,3,3,3,-1223,-1717,-1439,722,300
204,204,10256,68367,4,4,4,-1288,-2093,-1744,-1010,1411
205,205,26745,179432,0,0,0,127,-546,34,-411,-316
206,206,3333,22496,1,1,1,-1140,557,-531,111,-285
207,207,17889,119993,2,2,2,192,-1144,236,-268,-516
208,208,22000,147760,3,3,3,-476,-720,-603,295,127
209,209,11108,74106,4,4,4,-2475,-3388,-2977,-1373,2561
210,210,33285,222204,0,0,0,370,-1244,-212,-573,-354
211,211,44007,292751,1,1,1,-1461,659,-590,140,-297
212,212,48933,325922,2,2,2,-332,-726,264,-76,-380
213,213,52257,347516,3,3,3,-932,-640,-194,558,101
214,214,8772,58301,4,4,4,-4824,-5449,-4717,-2337,4413
215,215,32287,215712,0,0,0,525,-1404,-196,-809,-740
216,216,3317,22395,1,1,1,-1048,499,-501,77,-269
217,217,19493,130907,2,2,2,-327,-739,242,-168,-356
218,218,50770,338138,3,3,3,-871,-1101,-1084,524,264
219,219,54633,363563,4,4,4,-3619,-4359,-3859,-1848,3487
220,220,50939,339235,0,0,0,276,-819,201,-486,-511
221,221,44004,292740,1,1,1,-2923,579,-72,52,-242
222,222,21638,145276,2,2,2,70,-641,165,-537,-451
223,223,46415,308862,3,3,3,-581,-760,-648,305,132
224,224,8628,57356,4,4,4,-2436,-3242,-2932,-1364,2529
225,225,34432,229661,0,0,0,460,-1323,-232,-593,-474
226,226,2900,19518,1,1,1,-3838,893,-249,283,-226
227,227,21636,145263,2,2,2,71,-643,164,-536,-451
228,228,23185,155718,3,3,3,-756,-1074,-863,394,148
229,229,12288,82002,4,4,4,-389,-1350,-852,-697,548
230,230,30868,206597,0,0,0,386,-1190,158,-789,-673
231,231,762,5151,1,1,1,-1295,456,-316,13,-416
232,232,21075,141464,2,2,2,-505,-494,236,-138,-332
233,233,1336,8935,3,3,3,-505,-762,-896,324,189
234,234,14627,97928,4,4,4,-3323,-763,260,-399,935
235,235,50576,336837,0,0,0,314,-1148,-219,-754,-717
236,236,3734,25151,1,1,1,-4158,636,-119,391,177
237,237,21014,141115,2,2,2,-575,-383,191,-164,-340
238,238,54233,360819,3,3,3,-345,-647,-438,246,71
239,239,53359,354862,4,4,4,-4602,-5215,-4599,-2260,4270
240,240,26136,175370,0,0,0,350,-1042,-128,-570,-439
241,241,4289,28648,1,1,1,-1264,591,-568,159,-333
242,242,48886,325602,2,2,2,31,-481,98,-419,-403
243,243,19225,129176,3,3,3,-812,-1249,-1262,568,351
244,244,42406,282534,4,4,4,-3764,-4398,-3881,-1875,3560
245,245,51716,344245,0,0,0,454,-1118,106,-853,-752
246,246,3713,25031,1,1,1,-1254,584,-490,108,-216
247,247,22828,153257,2,2,2,115,-954,207,-505,-454
248,248,54456,362266,3,3,3,-395,-553,-613,241,151
249,249,36491,243423,4,4,4,-1693,-2423,-2121,-1138,1787
250,250,50863,338708,0,0,0,195,-615,120,-458,-493
251,251,44672,297250,1,1,1,-1388,620,-588,162,-375
252,252,23476,157537,2,2,2,-659,-869,198,-148,-527
253,253,15492,103789,3,3,3,-557,-840,-921,312,192
254,254,16828,112743,4,3,3,-384,-610,-679,233,145
255,255,29759,198857,0,0,0,266,-912,212,-465,-510
256,256,3350,22624,1,1,1,-1092,490,-377,68,-181
257,257,41179,274393,2,2,2,12,-693,197,-559,-427
258,258,17296,115922,3,2,2,-586,-283,80,9,-107
259,259,9742,64941,4,4,4,-403,-1293,-846,-707,559
260,260,39462,263254,0,0,0,485,-1348,-449,-861,-984
261,261,3257,21996,1,1,1,-3111,730,-254,307,-205
262,262,21660,145521,2,0,0,216,-733,181,-504,-495
263,263,16741,112206,3,3,3,-587,-897,-967,335,216
264,264,42310,281937,4,4,4,-4937,-362,321,439,811
265,265,34354,229173,0,0,0,441,-1322,-9,-720,-590
266,266,3376,22803,1,1,1,-3258,813,-317,369,-404
267,267,41315,275438,2,2,0,94,-1000,117,-505,-405
268,268,22314,149832,3,3,3,-412,-588,-650,256,149
269,269,47519,316473,4,4,4,-4839,-331,254,362,789
270,270,33248,221995,0,0,0,444,-1371,-85,-645,-541
271,271,45231,300713,1,1,1,-574,342,-411,-87,-292
272,272,24279,162755,2,2,2,-1374,-681,394,-20,-157
273,273,47873,318820,3,3,3,-573,-842,-857,287,157
274,274,13769,92259,4,4,4,-211,-1168,-566,-602,279
275,275,26111,175110,0,0,0,335,-1087,145,-782,-694
276,276,3811,25718,1,1,1,-1361,607,-551,141,-264
277,277,48896,325701,2,2,2,16,-610,158,-356,-415
278,278,24355,163305,3,3,3,-1249,-1729,-1408,697,275
279,279,13810,92524,4,4,4,-792,-1745,-1268,-812,956
280,280,28649,191752,0,0,0,332,-989,81,-697,-612
281,281,45041,299591,1,1,1,-1824,725,-544,257,-349
282,282,19476,130805,2,2,2,-162,-757,237,-243,-408
283,283,32752,218690,3,3,3,-540,-960,-1020,317,213
284,284,8757,58227,4,4,4,-833,-1573,-1245,-882,957
285,285,33368,222777,0,0,0,111,-1035,75,-512,-387
286,286,3406,23011,1,1,1,-909,379,-316,44,-200
287,287,17818,119521,2,0,0,111,-545,59,-435,-347
288,288,44968,299099,3,3,3,-786,-1464,-1878,587,322
289,289,16698,111884,4,3,3,-554,-837,-886,298,182
290,290,29862,199556,0,0,0,450,-1035,55,-873,-813
291,291,45452,302173,1,1,1,-1945,736,-424,218,-362
292,292,22748,152736,2,2,2,-496,-615,268,-168,-307
293,293,9067,60271,3,3,3,-1313,-1849,-1487,683,209
294,294,15003,100373,4,4,4,-3029,-1855,-866,-1294,1447
295,295,39681,264755,0,0,0,337,-1152,-208,-753,-707
296,296,44049,292995,1,1,1,-1459,626,-470,158,-269
297,297,22709,152436,2,2,2,-501,-589,270,-210,-307
298,298,49560,329947,3,3,3,-290,-594,-472,190,89
299,299,46227,307584,4,4,4,-815,-1842,-1347,-833,1004
300,300,25505,171076,0,0,0,433,-1007,-127,-664,-591
301,301,3706,24991,1,1,1,-1401,624,-494,131,-233
302,302,41046,273583,2,2,2,-1267,-403,302,-58,-92
303,303,48732,324571,3,3,3,-666,-942,-822,342,152
304,304,41534,276802,4,4,4,-1996,-2785,-2475,-1238,2100
305,305,28221,188871,0,0,0,371,-924,-102,-552,-437
306,306,35882,239340,1,1,1,-1169,547,-492,126,-223
307,307,19920,134171,2,0,0,243,-772,193,-511,-474
308,308,39805,265598,3,3,3,-715,-1035,-1003,404,214
309,309,41367,275740,4,4,4,-3579,-4227,-3769,-1807,3429
310,310,25566,171482,0,0,0,366,-1055,-157,-726,-675
311,311,3041,20399,1,1,1,-1009,488,-458,122,-245
312,312,20211,136078,2,2,2,-804,-460,-7,-383,-798
313,313,50151,334019,3,3,3,-323,-571,-640,247,159
314,314,35349,235732,4,4,4,-1851,-2581,-2232,-1121,1913
315,315,51867,345147,0,0,0,198,-705,174,-477,-517
316,316,44042,292983,1,1,1,-1244,582,-519,143,-279
317,317,21626,145200,2,2,2,-298,-497,191,-295,-364
318,318,2783,18662,3,3,3,-589,-873,-889,409,210
319,319,12912,86162,4,4,4,-536,-1337,-981,-801,691
320,320,50948,339256,0,0,0,275,-826,202,-489,-510
321,321,3810,25714,1,1,1,-852,362,-325,19,-206
322,322,24490,164149,2,2,2,-464,-725,276,-257,-314
323,323,36914,246039,3,3,3,-611,-812,-777,323,136
324,324,15419,103363,4,4,4,-5054,-3145,-2429,-1403,3217
325,325,39969,266637,0,0,0,29,-841,-21,-429,-236
326,326,3750,25277,1,1,1,-1574,673,-536,144,-272
327,327,24432,163731,2,2,2,-839,-835,456,-243,-500
328,328,27959,187066,3,3,3,-405,-439,-480,244,102
329,329,14251,95409,4,4,4,-4660,-5300,-4542,-2259,4254
330,330,30381,203168,0,0,0,191,-774,123,-395,-394
331,331,44018,292836,1,1,1,-1726,703,-555,237,-320
332,332,21135,141836,2,2,2,-157,-680,236,-222,-404
333,333,6995,46465,3,3,3,-410,-499,-539,259,95
334,334,14805,99019,4,4,4,-7344,-6276,-4631,-3370,5127
335,335,35316,235548,0,0,0,238,-1275,-217,-598,-301
336,336,44666,297194,1,1,1,-995,497,-440,102,-240
337,337,24394,163491,2,2,2,-650,-653,57,-27,-95
338,338,48041,319946,3,3,3,-1133,-1381,-1366,590,361
339,339,38123,254146,4,4,4,-2029,-2972,-2563,-1226,2156
340,340,34483,229996,0,0,0,442,-1407,-36,-669,-580
341,341,35862,239182,1,1,1,-1497,629,-468,168,-249
342,342,19982,134598,2,2,2,-171,-700,227,-208,-407
343,343,37951,252912,3,3,3,-1318,-1723,-1395,576,204
344,344,10493,69866,4,4,4,-1714,-2669,-2249,-1125,1859
345,345,28198,188715,0,0,0,31,-613,-120,-280,-184
346,346,52200,347125,1,1,1,-1670,375,-245,-8,-748
347,347,19469,130752,2,0,0,235,-895,211,-511,-492
348,348,28007,187355,3,3,3,-404,-533,-565,242,97
349,349,46161,307139,4,4,4,-1292,-2291,-1858,-1014,1471
350,350,29248,195908,0,0,0,220,-829,-138,-641,-609
351,351,44068,293110,1,1,1,-1453,630,-553,174,-363
352,352,21069,141433,2,2,2,-338,-521,218,-200,-381
353,353,17653,118290,3,3,3,-459,-564,-622,278,156
354,354,13142,87787,4,4,4,-792,-1710,-1222,-819,914
355,355,33126,221043,0,0,0,440,-1162,-176,-605,-440
356,356,3046,20425,1,1,1,-903,388,-280,14,-236
357,357,25185,168686,2,2,2,-373,-714,264,-167,-357
358,358,30006,200612,3,3,3,-603,-891,-955,373,238
359,359,38019,253401,4,4,4,-3437,-1521,-664,-858,1659
360,360,50884,338822,0,0,0,176,-685,165,-515,-476
361,361,4340,28921,1,1,1,-1585,589,-599,71,-500
362,362,48916,325777,2,2,2,-502,-507,229,-24,-257
363,363,1009,6865,3,3,3,-888,-1638,-2086,636,340
364,364,42261,281535,4,4,4,-1009,-1797,-1407,-908,1114
365,365,31016,207632,0,0,0,73,-1082,-179,-435,-194
366,366,45139,300206,1,1,1,-3003,752,-477,25,-1463
367,367,24307,162904,2,2,2,-471,-887,287,-345,-645
368,368,36892,245931,3,3,3,-583,-792,-712,303,106
369,369,47002,312852,4,4,4,-4753,-577,380,255,778
370,370,50888,338837,0,2,2,152,-670,162,-516,-481
371,371,4584,30303,1,1,1,-2219,840,-570,260,-450
372,372,19984,134609,2,2,2,-280,-676,238,-165,-378
373,373,30363,202999,3,3,3,-1293,-1889,-1660,867,371
374,374,9372,62442,4,4,4,-1407,-2137,-1828,-1051,1510
375,375,29571,198017,0,0,0,213,-578,110,-481,-524
376,376,45238,300757,1,1,1,-1274,573,-452,141,-329
377,377,21697,145753,2,0,2,232,-819,211,-515,-488
378,378,56138,373350,3,3,3,-471,-658,-654,246,137
379,379,38173,254434,4,4,4,-3082,-1006,-2,-802,1090
380,380,25876,173499,0,0,0,333,-1267,-269,-797,-786
381,381,4142,27766,1,1,1,-2571,966,-790,318,-543
382,382,22633,151963,2,2,2,-450,-506,218,-201,-267
383,383,39793,265489,3,3,3,-767,-911,-876,422,196
384,384,14534,97245,4,4,4,-3776,-1953,-1055,-939,1981
385,385,34464,229841,0,0,0,482,-1432,19,-777,-645
386,386,43823,291487,1,1,1,-4652,1586,-1495,491,-1009
387,387,17855,119789,2,2,0,195,-876,201,-302,-447
388,388,23487,157594,3,3,3,-1251,-1641,-1435,684,236
389,389,42303,281891,4,4,4,-4969,-382,265,444,798
390,390,35252,235138,0,0,0,417,-1291,-264,-558,-428
391,391,44024,292864,1,1,1,-1248,515,-376,54,-302
392,392,49816,331814,2,2,2,-293,-743,265,-125,-399
393,393,35989,240000,3,3,3,-555,-1180,-586,289,11
394,394,9195,61168,4,4,4,-4691,-5501,-4523,-2309,4244
395,395,31083,208035,0,0,0,111,-1056,13,-464,-331
396,396,35883,239348,1,1,1,-1030,484,-451,130,-234
397,397,49769,331442,2,0,0,252,-834,219,-461,-516
398,398,5699,37836,3,3,3,-485,-723,-782,269,157
399,399,8289,55139,4,4,4,-3598,-4295,-3816,-1828,3459
400,400,30079,201052,0,0,0,448,-1126,-66,-692,-586
401,401,1654,11063,1,1,1,-1870,721,-429,218,-359
402,402,19371,130092,2,2,2,-1312,-582,431,-101,-191
403,403,11604,77401,3,3,3,-420,-537,-608,283,178
404,404,47521,316477,4,4,4,-4768,-388,172,320,738
405,405,26752,179463,0,0,0,202,-698,-1,-506,-339
406,406,3760,25362,1,1,1,-966,500,-520,102,-263
407,407,49709,330977,2,2,2,20,-619,175,-456,-524
408,408,31613,211434,3,3,3,-479,-762,-820,286,170
409,409,14042,94026,4,4,4,-3397,-1450,-682,-807,1659
410,410,26758,179491,0,0,0,148,-581,110,-435,-391
411,411,45248,300816,1,1,1,-1294,539,-238,84,-266
412,412,21681,145653,2,2,2,-163,-655,246,-266,-401
413,413,40438,269860,3,3,3,-332,-512,-592,235,155
414,414,46977,312709,4,4,4,-4730,-673,253,260,753
415,415,40073,267245,0,0,0,250,-803,206,-510,-492
416,416,35888,239384,1,1,1,-1150,503,-400,133,-216
417,417,41100,273873,2,2,2,-488,-618,205,-222,-523
418,418,18753,125937,3,3,3,-535,-766,-855,334,204
419,419,16050,107454,4,3,3,-911,-1089,-543,739,100
420,420,31081,208028,0,0,0,183,-984,-191,-275,-312
421,421,1451,9695,1,1,1,-1459,561,-303,118,-270
422,422,22765,152865,2,2,2,-483,-653,263,-178,-310
423,423,22635,151983,3,3,3,-834,-1321,-1038,573,183
424,424,10236,68275,4,4,4,-2165,-3028,-2695,-1292,2285
425,425,50839,338566,0,0,0,246,-945,-112,-536,-284
426,426,45453,302176,1,1,1,-1611,651,-409,186,-340
427,427,20830,140005,2,2,2,-845,-372,190,-123,-351
428,428,21552,144768,3,3,3,-832,-1334,-1428,645,408
429,429,13080,87351,4,4,4,-1522,-2449,-2011,-1068,1640
430,430,51773,344552,0,0,0,218,-734,-71,-561,-357
431,431,3759,25357,1,1,1,-3684,642,-2,162,-72
432,432,21068,141425,2,0,0,246,-696,159,-491,-514
433,433,41916,279284,3,3,3,-518,-650,-585,261,106
434,434,47736,317853,4,3,3,-573,-847,-945,319,195
435,435,40061,267158,0,2,2,205,-785,207,-521,-468
436,436,1452,9702,1,1,1,-1586,623,-371,182,-290
437,437,19886,133874,2,2,2,-1036,-596,373,-129,-217
438,438,17578,117811,3,3,3,-1440,-447,-41,152,-402
439,439,10065,67148,4,4,4,-4775,-5326,-4658,-2306,4370
440,440,29730,198714,0,0,0,279,-847,209,-478,-520
441,441,4564,30158,1,1,1,-2138,800,-945,129,-682
442,442,19975,134551,2,0,0,223,-892,204,-484,-482
443,443,12461,83189,3,3,3,-441,-478,-414,203,56
444,444,45989,305945,4,4,4,-907,-1701,-1316,-890,1017
445,445,26762,179512,0,2,0,130,-625,131,-424,-379
446,446,3401,22992,1,1,1,-1211,552,-443,115,-203
447,447,41220,274754,2,2,2,66,-809,230,-555,-421
448,448,54244,360915,3,3,3,-806,-987,-849,391,133
449,449,8443,56086,4,4,4,-1282,-2071,-1735,-1015,1404
450,450,32368,216308,0,0,0,35,-1055,-252,-396,-126
