row_id,source_row_index,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16
35,346486,77568,0,27144704,3230,0,5632,256,0,0,256,1536,30720,0,0,0,3840,51
36,26340,435968,0,103449600,0,0,0,0,0,0,0,0,3328,156160,3328,35657,0,265
37,54638,51968,0,26640128,11329,0,768,256,0,0,256,256,6400,0,0,0,768,12
38,15782,26368,0,26112000,5055,0,7168,256,0,0,0,12032,0,0,0,0,1024,2
39,309426,192768,0,29444096,12562,0,768,256,0,0,256,256,6656,0,0,0,256,13
40,294274,755968,0,257049600,0,0,0,0,0,0,0,0,3328,89856,3328,33607,0,162
41,223797,115968,0,27911680,6205,0,768,256,0,0,256,12032,6400,0,0,0,768,12
42,314079,154368,0,28688128,7248,0,1792,256,0,0,256,256,14080,0,0,0,1024,25
43,118007,13568,0,25879296,8040,0,1792,256,0,0,256,1536,13056,0,0,0,1280,22
44,309524,205568,0,29714688,9312,0,1792,256,0,0,256,256,23040,0,0,0,1280,40
45,225490,64768,0,26891008,6019,0,1280,256,0,0,256,3840,15360,0,0,0,1024,26
46,144682,359168,0,53511680,1866,0,3072,256,0,0,256,768,40960,0,0,0,1792,67
47,209204,128768,0,28172800,13972,0,1024,256,0,0,256,1280,6912,0,0,0,256,13
48,335973,128768,0,28185600,4598,0,2560,256,0,0,256,1280,0,60160,0,0,256,25
49,105524,359168,256,53511936,0,256,1536,0,1280,256,0,0,0,153600,6144,41966,0,117
50,184308,128768,0,28172032,10356,0,512,256,0,0,256,2560,6144,0,0,0,256,12
51,9955,487168,0,410137600,0,0,0,0,0,0,0,0,3328,16640,3328,51695,0,73
52,58451,256768,0,30745600,0,0,0,0,0,0,0,256,3328,301056,3328,37652,0,500
53,2383,89600,0,27408128,5738,0,2048,256,0,0,256,3072,21760,0,0,0,1280,36
54,186953,231168,0,51737600,14015,0,768,256,0,0,0,2048,0,0,0,0,1280,10
55,265312,231168,0,30228224,9583,0,1280,256,0,0,256,768,13056,0,0,0,512,23
56,147280,167168,0,28930816,3088,0,1280,256,0,0,256,512,28416,0,0,0,1024,47
57,208079,819968,256,154385152,0,256,3840,0,256,256,0,0,0,61696,0,0,0,2
58,223913,141568,0,28429824,8194,0,1792,256,0,0,256,1024,9984,0,0,0,256,18
59,183026,538368,0,179737600,0,0,0,0,0,0,0,0,3328,29952,3328,34826,0,61
60,24479,26368,0,26128384,11350,0,6144,256,0,0,0,9216,0,0,0,0,3072,2
61,113163,90368,0,27408128,5804,0,1536,256,0,0,256,1536,18432,0,0,0,256,31
62,118180,39168,0,26374144,1766,0,512,256,0,0,256,3840,8960,0,0,0,512,16
63,210012,243968,0,30476288,6034,0,512,256,0,0,256,6400,5632,0,0,0,256,11
64,158835,807168,0,128530176,3734,0,2048,256,0,0,256,1792,26368,0,0,0,768,44
65,53038,141568,0,28437504,2626,0,3584,256,0,0,256,256,46336,0,0,0,2304,76
66,179172,128768,0,28185600,6784,0,1280,256,0,0,256,1280,12544,0,0,0,256,22
67,164924,103168,0,27659264,14670,0,768,256,0,0,256,8448,5888,0,0,0,768,12
68,254280,410368,0,54551808,4816,0,1536,256,0,0,256,3328,11008,0,0,0,256,19
69,180542,77568,0,27136000,5608,0,512,256,0,0,256,5632,5632,0,0,0,512,11
70,153556,39168,0,26393088,2802,0,1792,256,0,0,256,256,14592,0,0,0,1024,25
71,56932,64768,0,26882048,1730,0,1024,256,0,0,256,256,11008,0,0,0,256,19
72,237173,205568,0,29711104,4011,0,1024,256,0,0,256,5632,11776,0,0,0,512,20
73,150707,205568,0,51481600,14555,0,1536,256,0,0,256,4608,12288,0,0,0,768,23
74,229967,743168,256,104978176,0,256,512,0,8704,256,0,0,0,322048,0,0,0,2
75,363672,218368,0,29953536,7116,0,1024,256,0,0,256,256,9728,0,0,0,256,17
76,39156,64768,0,26886144,9579,0,2304,256,0,0,256,256,8704,0,0,0,1536,16
77,265710,282368,0,51982848,3798,0,2304,256,0,0,256,1024,24576,0,0,0,2304,41
78,206632,474368,0,77319424,3572,0,2048,256,0,0,256,2304,26368,0,0,0,1024,44
79,263070,218368,0,29966336,4668,0,1280,256,0,0,256,7680,9472,0,0,0,512,17
80,71035,794368,0,130329600,2335,0,1280,256,0,0,256,256,23040,0,0,0,768,38
81,66083,832768,0,154137600,667,0,1024,256,0,0,256,256,13568,0,0,0,1024,23
82,163194,589568,0,102663680,7817,0,1280,256,0,0,256,2048,16640,0,0,0,768,29
83,162848,525568,0,78856448,16637,0,1024,256,0,0,256,5888,11776,0,0,0,256,22
84,330001,128768,256,51481600,0,256,1536,0,512,256,0,0,0,105472,26624,25756,0,427
85,123657,103168,0,27654144,663,0,1536,256,0,0,256,3584,11776,0,0,0,512,20
86,279933,167168,0,28938496,10527,0,768,256,0,0,256,256,5376,0,0,0,512,11
87,192981,90368,0,27392768,11091,0,1024,256,0,0,256,1536,8960,0,0,0,768,17
88,278193,359168,0,77081600,2763,0,1024,256,0,0,256,256,23040,0,0,0,768,39
89,47,12800,0,25858560,7855,0,1024,256,0,0,256,6144,10496,0,0,0,768,17
90,145883,807168,256,205568000,0,256,6656,0,0,0,0,0,0,0,256,43641,0,7
91,42871,256768,0,30734336,15182,0,256,256,0,0,256,13056,3328,0,0,0,256,7
92,184340,141568,0,28429824,2453,0,1792,256,0,0,256,1792,28416,0,0,0,1024,47
93,364283,307968,0,52229888,1602,0,2304,256,0,0,256,256,15360,0,0,0,2048,26
94,109328,115968,0,27921664,3101,0,1280,256,0,0,256,2816,19456,0,0,0,512,33
95,215783,435968,0,54786304,8740,0,512,256,0,0,256,7424,9984,0,0,0,512,18
96,136380,205568,0,29721088,6166,0,1280,256,0,0,256,9472,7424,0,0,0,1024,14
97,278021,320768,0,52761600,1102,0,2048,256,0,0,0,256,0,0,0,0,2048,27
98,213628,154368,0,28678144,6524,0,512,256,0,0,256,12032,4608,0,0,0,512,9
99,280499,243968,256,30471424,0,256,2048,0,2304,2304,0,0,0,0,0,0,0,46
100,221128,487168,0,77058304,5386,0,1024,256,0,0,256,1024,26368,0,0,0,512,593
101,365606,563968,256,103449600,0,256,2304,0,512,512,0,0,0,0,0,0,0,2
102,64922,538368,0,79129600,3201,0,1280,256,0,0,256,256,14592,0,0,0,768,25
103,334121,26368,0,26123264,5293,0,1280,256,0,0,256,512,46336,0,0,0,1024,77
104,131955,141568,0,28441600,4231,0,2048,256,0,0,256,1024,24576,0,0,0,1792,41
105,210335,13568,256,25860864,0,256,0,0,512,256,0,0,0,105472,52736,33795,0,742
106,281727,448768,0,77829376,2743,0,1536,256,0,0,256,256,46336,0,0,0,256,76
107,306371,487168,0,77321984,2335,0,768,256,0,0,256,256,14592,0,0,0,512,25
108,103902,141568,0,28422400,6902,0,1024,256,0,0,256,5632,13568,0,0,0,256,23
109,14952,589568,0,205337600,0,0,0,0,0,0,0,0,3328,89856,3328,37240,0,165
110,219555,269568,0,51457792,13347,0,1024,256,0,0,256,2304,6144,0,0,0,256,12
111,83448,64768,256,26888192,0,256,768,0,8192,8192,0,0,0,0,0,0,0,2
112,319491,295168,0,77081600,17751,0,768,256,0,0,256,1280,24576,0,0,0,512,88
113,102633,832768,0,205337600,0,0,0,0,0,0,0,0,3328,89344,3328,38481,0,171
114,309052,154368,0,28677120,12262,0,1792,256,0,0,256,256,14592,0,0,0,512,27
115,292483,64768,0,26905088,12602,0,7168,256,0,0,256,512,46336,0,0,0,256,158
116,237091,192768,0,29443584,4911,0,1024,256,0,0,256,2304,11520,0,0,0,1024,20
117,320527,525568,0,410137600,0,0,0,0,0,0,0,0,3328,29952,3328,20873,0,56
118,97085,538368,0,78091264,6231,0,2048,256,0,0,256,4352,16640,0,0,0,1792,28
119,81123,512768,0,77063424,3712,0,1536,256,0,0,256,256,15872,0,0,0,1024,27
120,244694,269568,0,51456256,3859,0,2304,256,0,0,256,256,8704,0,0,0,1792,15
121,362909,128768,256,28168960,0,256,2048,0,3328,3328,0,0,0,0,0,0,0,2
122,9669,115968,0,51464704,8423,0,6912,256,0,0,0,768,0,0,0,0,512,2
123,357336,51968,0,26626304,13331,0,1280,256,0,0,256,256,7424,0,0,0,1024,14
124,98537,13568,256,25872896,0,256,0,0,2816,256,0,0,0,253440,23040,25202,0,580
125,61695,39168,0,26374400,3364,0,1280,256,0,0,256,256,13056,0,0,0,768,23
126,223989,141568,0,28437248,1621,0,1792,256,0,0,256,2048,24576,0,0,0,1280,41
127,338610,461568,256,103182848,0,256,5376,0,0,0,0,0,0,0,0,0,0,1
128,31432,77568,0,27146240,17897,0,512,256,0,0,256,256,3840,0,0,0,512,8
129,208592,51968,0,26637568,17056,0,1024,256,0,0,256,768,13568,0,0,0,1024,565
130,216755,627968,0,102681600,2952,0,1024,256,0,0,256,4352,15872,0,0,0,768,27
131,41428,64768,0,26886400,17192,0,1536,256,0,0,256,1024,13568,0,0,0,1024,26
132,272790,205568,0,29719552,2539,0,1024,256,0,0,256,768,14080,0,0,0,768,24
133,65521,691968,0,128281600,11151,0,768,256,0,0,256,256,15360,0,0,0,768,97
134,369811,179968,0,29209600,7349,0,1024,256,0,0,256,4352,14080,0,0,0,512,291
135,269459,231168,0,30228992,1848,0,1792,256,0,0,256,2816,20480,0,0,0,768,34
136,363137,154368,0,28673536,5335,0,1536,256,0,0,256,256,18432,0,0,0,1536,31
137,331532,781568,256,257049600,0,256,6400,0,0,0,0,0,0,0,0,0,0,4
138,8781,807168,0,768281600,0,0,0,0,0,0,0,0,3328,23296,3328,34826,0,55
139,321411,128768,0,28165376,4720,0,1024,256,0,0,256,4352,11520,0,0,0,512,20
140,352128,243968,0,30472448,6504,0,1536,256,0,0,256,256,12288,0,0,0,768,22
141,302168,205568,256,128536576,0,3584,3584,0,0,0,0,0,0,0,3328,26282,0,52
142,311564,487168,0,77590784,4703,0,1536,256,0,0,256,256,23040,0,0,0,256,39
143,105344,333568,0,53003008,6795,0,1536,256,0,0,256,256,8960,0,0,0,256,16
144,28256,794368,0,742681600,0,0,0,0,0,0,0,0,3328,16640,3328,51695,0,73
145,242472,231168,0,30226176,6139,0,1280,256,0,0,256,2560,24576,0,0,0,256,41
146,37263,282368,0,77081600,14917,0,1280,256,0,0,0,256,0,0,0,0,1536,7
147,36580,192768,0,29460224,2512,0,2304,256,0,0,256,3328,13056,0,0,0,1280,22
148,268205,77568,0,27148032,4142,0,1024,256,0,0,256,1792,28416,0,0,0,768,47
149,123262,64768,0,26884608,1537,0,768,256,0,0,256,7936,9984,0,0,0,512,17
150,14094,218368,256,77593088,0,4608,7168,0,0,0,0,0,0,0,3328,32447,0,556
151,160338,141568,0,28416000,6897,0,1536,256,0,0,256,1536,33536,0,0,0,1280,56
152,37694,51968,0,26641152,2682,0,768,256,0,0,256,5120,11776,0,0,0,512,20
153,177762,77568,0,27147008,7143,0,1024,256,0,0,256,2560,7680,0,0,0,512,14
154,111100,64768,0,26900224,8282,0,1792,256,0,0,256,4864,8192,0,0,0,512,15
155,260664,179968,0,29208320,1169,0,1536,256,0,0,256,2048,19456,0,0,0,1280,60
156,305866,423168,0,54795520,4159,0,1792,256,0,0,256,256,15360,0,0,0,256,26
157,67735,179968,0,29184256,4625,0,1024,256,0,0,256,256,8704,0,0,0,512,16
158,338823,563968,256,129296640,0,256,6144,0,0,0,0,0,0,0,0,0,0,1
159,317688,51968,0,26628096,11058,0,1024,256,0,0,256,9472,4352,0,0,0,768,9
160,19643,77568,0,27140096,36693,0,7168,256,0,0,256,5888,0,0,0,0,512,291
161,243903,167168,0,28932608,2201,0,2048,256,0,0,256,256,17408,0,0,0,512,29
162,53839,243968,0,30470912,2119,0,1792,256,0,0,256,256,14592,0,0,0,1792,25
163,65484,679168,0,104985600,17467,0,1024,256,0,0,256,256,15360,0,0,0,512,29
164,254470,461568,0,77593600,4128,0,2048,256,0,0,256,768,46336,0,0,0,2048,76
165,14595,435968,0,154137600,0,0,0,0,0,0,0,0,3328,89856,3328,36922,0,159
166,270923,167168,0,28946688,15717,0,768,256,0,0,256,4352,5888,0,0,0,768,32
167,113201,90368,0,27393792,15227,0,1536,256,0,0,256,5888,12288,0,0,0,512,23
168,135684,115968,0,27918336,5253,0,2048,256,0,0,256,2304,8192,0,0,0,256,15
169,281312,359168,256,53524736,0,256,2304,0,0,0,0,0,0,0,3328,37237,0,157
170,150711,205568,0,51481600,2408,0,1536,256,0,0,256,256,33536,0,0,0,1024,56
171,110085,218368,256,29964032,0,256,256,0,21504,256,0,0,0,344064,4096,25964,0,589
172,361802,691968,0,537881600,0,0,0,0,0,0,0,0,3328,29952,3328,22650,0,56
173,262131,103168,0,27655680,3447,0,1280,256,0,0,256,7680,8448,0,0,0,768,15
174,72556,141568,0,28417280,7886,0,1792,256,0,0,256,256,11520,0,0,0,1024,104
175,239015,243968,0,53523200,5867,0,7168,256,0,0,0,1536,0,0,0,0,256,427
176,267622,896768,256,231193600,0,256,6656,0,0,0,0,0,0,0,0,0,0,1
177,273056,243968,0,51471360,19814,0,256,256,0,0,256,12800,3840,0,256,45164,256,8
178,270673,115968,0,27911680,5719,0,1792,256,0,0,256,2304,8192,0,0,0,1792,15
179,115825,167168,0,51737600,5079,0,512,256,0,0,256,2304,18432,0,0,0,512,435
180,216266,512768,0,77318144,9226,0,1280,256,0,0,256,1792,10496,0,0,0,256,19
181,291222,51968,0,26637824,39252,0,6912,256,0,0,0,256,0,0,0,0,768,174
182,214039,205568,0,29700096,3124,0,768,256,0,0,256,256,14080,0,0,0,256,24
183,173389,141568,0,28431872,3493,0,768,256,0,0,256,256,61696,0,0,0,512,101
184,331400,730368,256,231961600,0,256,6656,0,0,0,0,0,0,0,0,0,0,9
185,230312,832768,0,129792256,2360,0,768,256,0,0,256,7680,7168,0,0,0,768,13
186,65029,563968,0,102681600,10060,0,768,256,0,0,256,256,13568,0,0,0,512,24
187,157249,525568,0,77840384,4697,0,1024,256,0,0,256,1024,7168,0,0,0,256,13
188,183482,26368,0,26116608,15490,0,256,256,0,0,256,21504,3328,0,0,0,256,7
189,306776,551168,0,78592256,4457,0,1536,256,0,0,256,256,11008,0,0,0,256,19
190,132938,269568,0,51737600,7120,0,2304,256,0,0,256,2560,18432,0,0,0,2304,32
191,4986,64768,0,26880256,3186,0,5888,256,0,0,256,256,13056,0,0,0,256,23
192,365580,551168,256,103193600,0,256,1792,0,1024,1024,0,0,0,0,0,0,0,2
193,56278,256768,0,30721280,6752,0,2048,256,0,0,256,256,11008,0,0,0,256,310
194,43255,39168,0,26380544,11023,0,512,256,0,0,256,256,3840,0,0,0,256,9
195,22602,179968,0,52238848,3970,0,7168,256,0,0,0,12032,0,0,0,0,256,456
196,106499,512768,0,78105600,4754,0,1280,256,0,0,0,1280,0,0,0,0,1280,2
197,77337,26368,0,26114560,3667,0,1024,256,0,0,256,4096,16640,0,0,0,256,28
198,175532,589568,0,205081600,0,0,0,0,0,0,0,0,3328,29952,3328,29441,0,57
199,345350,679168,256,205337600,0,256,6400,0,0,0,0,0,0,0,0,0,0,1
200,84361,179968,0,29195776,5607,0,1024,256,0,0,256,256,30720,0,0,0,512,51
201,78972,231168,0,30208256,15790,0,1024,256,0,0,256,256,11520,0,0,0,256,22
202,44946,256768,0,51460352,11962,0,1792,256,0,0,256,256,23040,0,0,0,1024,41
203,330312,256768,256,78105600,0,256,6656,0,0,0,0,0,0,0,0,0,0,299
204,116797,115968,0,27917312,7821,0,1280,256,0,0,256,3584,10496,0,0,0,1024,19
205,248332,205568,0,29697792,5126,0,1536,256,0,0,256,3328,16640,0,0,0,512,28
206,37405,13568,0,25868032,5294,0,2048,256,0,0,256,1024,28416,0,0,0,512,46
207,63157,231168,0,30225408,5291,0,1280,256,0,0,256,1024,28416,0,0,0,768,48
208,83818,115968,0,27918080,9715,0,1536,256,0,0,256,256,10240,0,0,0,1280,18
209,86574,474368,0,55832576,10266,0,1024,256,0,0,256,256,11520,0,0,0,512,21
210,207903,743168,256,128768256,0,256,1536,0,2560,256,0,0,0,180480,0,0,0,518
211,324014,167168,0,28941824,7887,0,1792,256,0,0,256,4352,6912,0,0,0,1792,13
212,29918,39168,0,26376704,14683,0,7168,256,0,0,256,11008,0,92672,0,0,256,31
213,258404,128768,0,28163072,8449,0,1280,256,0,0,256,512,12544,0,0,0,1280,22
214,347142,179968,0,29206528,5594,0,6912,256,0,0,256,512,0,0,0,0,256,2
215,305368,346368,0,53259264,1129,0,1280,256,0,0,256,256,12288,0,0,0,256,21
216,315858,384768,0,53760512,13591,0,1536,256,0,0,256,256,10496,0,0,0,1280,127
217,246375,205568,0,29698304,11966,0,1280,256,0,0,256,256,6656,0,0,0,256,13
218,163334,627968,0,103441920,6005,0,2048,256,0,0,256,4096,17408,0,0,0,1792,30
219,129236,371968,0,53766400,3962,0,1536,256,0,0,256,5120,12288,0,0,0,1024,21
220,313866,128768,0,28161280,2960,0,1536,256,0,0,256,256,9472,0,0,0,768,17
221,184898,205568,0,29696512,2560,0,2304,256,0,0,256,2048,26368,0,0,0,768,44
222,205101,243968,0,30481920,3767,0,768,256,0,0,256,18432,4608,0,0,0,768,9
223,83944,128768,0,28171008,6757,0,1280,256,0,0,256,256,8192,0,0,0,1280,15
224,183979,90368,0,27408640,15299,0,1024,256,0,0,256,9728,7936,0,0,0,512,15
225,26363,448768,0,103705600,0,0,0,0,0,0,0,0,3328,155904,3328,31514,0,268
226,363025,141568,0,28417536,6259,0,1024,256,0,0,256,256,12544,0,0,0,512,22
227,92150,499968,0,78105600,11507,0,1536,256,0,0,256,768,24576,0,0,0,1280,43
228,158044,640768,0,80130304,2435,0,768,256,0,0,256,2304,20480,0,0,0,768,34
229,149238,192768,0,29463040,1325,0,1536,256,0,0,256,4352,6400,0,0,0,1280,12
230,230762,26368,0,26129664,4998,0,1536,256,0,0,256,1792,21760,0,0,0,256,37
231,259676,51968,0,26637056,3477,0,1792,256,0,0,256,2048,15360,0,0,0,512,26
232,162459,448768,0,77313280,8390,0,1536,256,0,0,256,1536,33536,0,0,0,256,100
233,6865,77568,0,27154688,6759,0,6912,256,0,0,256,18944,0,0,0,0,256,428
234,331777,883968,256,283161600,0,256,6656,0,0,0,0,0,0,0,256,31993,0,7
235,298124,576768,0,205593600,0,0,0,0,0,0,0,0,3328,89600,3328,24362,0,163
236,134908,13568,0,25858048,3336,0,2048,256,0,0,256,512,40960,0,0,0,512,66
237,326675,64768,0,26884096,11017,0,1280,256,0,0,256,5376,7168,0,0,0,768,13
238,190374,115968,0,27927040,171,0,1792,256,0,0,256,768,33536,0,0,0,1280,56
239,194765,141568,0,28428544,8607,0,1280,256,0,0,256,13312,6144,0,0,0,512,11
240,315951,397568,0,54032128,3043,0,1792,256,0,0,256,256,16640,0,0,0,1536,178
241,316365,487168,0,77849600,6795,0,1536,256,0,0,256,256,33536,0,0,0,256,56
242,229694,679168,0,103683840,2506,0,1792,256,0,0,256,256,46336,0,0,0,768,76
243,87974,755968,0,128537600,7442,0,1280,256,0,0,256,256,28416,0,0,0,512,48
244,68760,307968,0,52235520,5827,0,1792,256,0,0,256,256,28416,0,0,0,256,48
245,241025,51968,0,26643200,2659,0,1792,256,0,0,256,256,52736,0,0,0,1536,87
246,15731,13568,0,25860096,36691,0,7168,256,0,0,256,2560,6400,0,0,0,256,25
247,225328,51968,0,26631168,14881,0,1792,256,0,0,256,1024,9984,0,0,0,768,19
248,20714,346368,0,78617600,0,0,0,0,0,0,0,0,3328,156416,3328,34826,0,270
249,116037,13568,0,25866752,7973,0,1024,256,0,0,256,1792,11008,0,0,0,1024,18
250,109720,167168,256,28948992,0,256,512,0,2048,256,0,0,0,227328,28416,24436,0,530
251,269844,13568,0,25872896,3618,0,1536,256,0,0,256,512,28416,0,0,0,512,46
252,287685,90368,0,27408128,7945,0,256,256,0,0,256,256,3328,0,0,0,256,7
253,283348,154368,0,28684800,6018,0,1536,256,0,0,256,256,12288,0,0,0,1024,21
254,220354,371968,0,53513472,2081,0,1024,256,0,0,256,5888,9216,0,0,0,1024,16
255,290109,615168,256,154137600,0,256,6656,0,0,0,0,0,0,0,3328,21811,0,276
256,146220,13568,0,25880320,4461,0,1024,256,0,0,256,13824,6144,0,0,0,1024,10
257,65809,768768,0,129817600,591,0,2048,256,0,0,256,256,46336,0,0,0,1024,76
258,282717,64768,0,26885120,2273,0,1280,256,0,0,256,256,10496,0,0,0,1280,18
259,174749,333568,0,53002496,6336,0,1024,256,0,0,256,7680,7936,0,0,0,1024,14
260,118901,128768,0,28178688,14909,0,512,256,0,0,256,5376,8192,0,0,0,512,16
261,264750,154368,0,28683776,3247,0,2048,256,0,0,256,1280,20480,0,0,0,1792,34
262,218510,128768,0,28172800,6236,0,1280,256,0,0,256,5120,12288,0,0,0,1024,587
263,353170,512768,0,205337600,0,0,0,0,0,0,0,0,3328,29952,3328,31080,0,59
264,202073,423168,0,54804480,2546,0,2048,256,0,0,256,256,52736,0,0,0,768,87
265,106948,691968,0,153881600,0,0,0,0,0,0,0,0,3328,79872,3328,37586,0,170
266,253007,243968,0,30485760,2236,0,1536,256,0,0,256,3328,10496,0,0,0,1280,18
267,11655,13568,0,25862400,4798,0,1792,256,0,0,256,256,23040,0,0,0,1280,38
268,93274,26368,0,26130688,3665,0,768,256,0,0,256,3840,9984,0,0,0,768,18
269,267694,13568,0,25880320,8665,0,512,256,0,0,256,3840,14080,0,0,0,512,23
270,262294,115968,0,27909120,14884,0,1280,256,0,0,256,256,6912,0,0,0,1024,14
271,77414,26368,0,26130688,6976,0,1024,256,0,0,256,256,5888,0,0,0,512,11
272,68855,320768,0,52487168,824,0,1792,256,0,0,256,256,40960,0,0,0,256,67
273,71017,781568,0,130073600,4457,0,2304,256,0,0,256,256,20480,0,0,0,1280,35
274,305482,359168,0,53522176,10075,0,512,256,0,0,256,256,4352,0,0,0,256,9
275,355705,295168,0,52242688,10225,0,512,256,0,0,256,256,8448,0,0,0,512,187
276,140778,320768,0,77081600,7456,0,1792,256,0,0,256,768,46336,0,0,0,1536,100
277,16064,64768,0,26905088,8521,0,7168,256,0,0,0,3840,0,0,0,0,768,410
278,209400,154368,0,28675840,11776,0,1024,256,0,0,256,512,13568,0,0,0,512,546
279,320389,346368,0,230937600,0,0,0,0,0,0,0,0,3328,29952,3328,40473,0,66
280,26520,487168,0,104473600,0,0,0,0,0,0,0,0,3328,156416,3328,38612,0,273
281,239815,448768,0,103705600,0,0,0,0,0,0,0,0,3328,156416,3328,36578,0,272
282,127470,141568,0,28423168,15451,0,512,256,0,0,256,3072,8192,0,0,0,512,16
283,356163,359168,0,53504768,8409,0,768,256,0,0,256,256,14592,0,0,0,256,25
284,31465,77568,0,27146240,14974,0,512,256,0,0,256,256,3840,0,0,0,512,8
285,63445,269568,0,51481600,0,0,0,0,0,0,0,256,3328,318464,3328,32519,0,488
286,40474,231168,0,30223616,7079,0,768,256,0,0,256,6144,8192,0,0,0,512,15
287,255918,51968,0,26647040,9477,0,1280,256,0,0,256,2560,19456,0,0,0,1280,43
288,343950,167168,0,28953600,0,0,768,0,0,0,0,1024,3328,292864,3328,30885,0,449
289,306862,576768,0,79117056,5348,0,1024,256,0,0,256,256,768,0,0,0,512,3
290,66901,77568,0,27154688,6198,0,1792,256,0,0,256,256,14592,0,0,0,1792,25
291,2754,140800,256,28429312,0,256,1280,0,4864,256,0,0,0,291840,15360,37208,0,628
292,8057,64768,0,26898688,3665,0,6912,256,0,0,0,1792,0,0,0,0,2304,407
293,197911,435968,256,103705600,0,256,6656,0,0,0,0,0,0,0,0,0,0,1
294,371128,64768,256,26896128,0,256,512,0,4864,256,0,0,0,291840,9216,31735,0,539
295,142233,13568,256,25872384,0,256,0,0,3584,256,0,0,0,272384,19456,27328,0,600
296,13265,39168,0,26386176,7012,0,6912,256,0,0,256,4864,6144,0,0,0,3328,12
297,117853,256768,0,51470080,4111,0,1280,256,0,0,256,5376,11520,0,6656,44138,1280,20
298,273104,243968,0,51471360,4213,0,256,256,0,0,256,4352,3840,0,256,22630,256,8
299,307679,807168,256,154379008,0,256,2048,0,512,512,0,0,0,0,0,0,0,2
300,34713,218368,0,29968384,11235,0,1024,256,0,0,256,10752,7680,0,0,0,1024,14
301,50108,192768,0,29453056,4198,0,1024,256,0,0,256,1536,17408,0,0,0,512,30
302,98091,755968,0,129046784,3547,0,2048,256,0,0,256,768,46336,0,0,0,1536,76
303,192642,51968,0,26635776,6792,0,1792,256,0,0,256,3584,17408,0,0,0,256,30
